   298             CCL_RF:Cav01:Rg78     49.95057     102.910  
   299             CCL_RF:Cav01:Rg79     50.03108     103.144  
   300             CCL_RF:Cav01:Rg80     50.11160     103.375  
   301             CCL_RF:Cav01:Rg81     50.59663     103.607  
   302             CCL_RF:Cav01:Rg82     50.67777     103.842  
   303             CCL_RF:Cav01:Rg83     50.75891     104.078  
   304             CCL_RF:Cav01:Rg84     50.84005     104.314  
   305             CCL_RF:Cav01:Rg85     50.92119     104.550  
   306             CCL_RF:Cav01:Rg86     51.00233     104.786  
   307             CCL_RF:Cav01:Rg87     51.08347     105.021  
   308             CCL_RF:Cav01:Rg88     51.16461     105.254  
   309             CCL_RF:Cav01:Rg89     51.65340     105.488  
   310             CCL_RF:Cav01:Rg90     51.73516     105.725  
   311             CCL_RF:Cav01:Rg91     51.81693     105.963  
   312             CCL_RF:Cav01:Rg92     51.89870     106.201  
   313             CCL_RF:Cav01:Rg93     51.98046     106.439  
   314             CCL_RF:Cav01:Rg94     52.06223     106.676  
   315             CCL_RF:Cav01:Rg95     52.14399     106.913  
   316             CCL_RF:Cav01:Rg96     52.22576     107.148  
   317             CCL_RF:Cav02:Rg01     52.71828     107.385  
   318             CCL_RF:Cav02:Rg02     52.80066     107.625  
   319             CCL_RF:Cav02:Rg03     52.88305     107.865  
   320             CCL_RF:Cav02:Rg04     52.96544     108.106  
   321             CCL_RF:Cav02:Rg05     53.04782     108.347  
   322             CCL_RF:Cav02:Rg06     53.13021     108.588  
   323             CCL_RF:Cav02:Rg07     53.21260     108.828  
   324             CCL_RF:Cav02:Rg08     53.29498     109.066  
   325             CCL_RF:Cav02:Rg09     53.79122     109.305  
   326             CCL_RF:Cav02:Rg10     53.87423     109.547  
   327             CCL_RF:Cav02:Rg11     53.95723     109.789  
   328             CCL_RF:Cav02:Rg12     54.04024     110.032  
   329             CCL_RF:Cav02:Rg13     54.12324     110.275  
   330             CCL_RF:Cav02:Rg14     54.20624     110.518  
   331             CCL_RF:Cav02:Rg15     54.28925     110.759  
   332             CCL_RF:Cav02:Rg16     54.37225     111.000  
   333             CCL_RF:Cav02:Rg17     54.87219     111.241  
   334             CCL_RF:Cav02:Rg18     54.95581     111.484  
   335             CCL_RF:Cav02:Rg19     55.03943     111.729  
   336             CCL_RF:Cav02:Rg20     55.12305     111.974  
   337             CCL_RF:Cav02:Rg21     55.20667     112.219  
   338             CCL_RF:Cav02:Rg22     55.29029     112.463  
   339             CCL_RF:Cav02:Rg23     55.37391     112.707  
   340             CCL_RF:Cav02:Rg24     55.45753     112.949  
   341             CCL_RF:Cav02:Rg25     55.96115     113.192  
   342             CCL_RF:Cav02:Rg26     56.04538     113.438  
   343             CCL_RF:Cav02:Rg27     56.12961     113.684  
   344             CCL_RF:Cav02:Rg28     56.21384     113.931  
   345             CCL_RF:Cav02:Rg29     56.29807     114.178  
   346             CCL_RF:Cav02:Rg30     56.38230     114.425  
   347             CCL_RF:Cav02:Rg31     56.46653     114.670  
   348             CCL_RF:Cav02:Rg32     56.55076     114.914  
   349             CCL_RF:Cav02:Rg33     57.05804     115.159  
   350             CCL_RF:Cav02:Rg34     57.14288     115.407  
   351             CCL_RF:Cav02:Rg35     57.22772     115.655  
   352             CCL_RF:Cav02:Rg36     57.31256     115.904  
   353             CCL_RF:Cav02:Rg37     57.39740     116.152  
   354             CCL_RF:Cav02:Rg38     57.48224     116.400  
   355             CCL_RF:Cav02:Rg39     57.56708     116.648  
   356             CCL_RF:Cav02:Rg40     57.65191     116.894  
   357             CCL_RF:Cav02:Rg41     58.16283     117.140  
   358             CCL_RF:Cav02:Rg42     58.24827     117.390  
   359             CCL_RF:Cav02:Rg43     58.33372     117.640  
   360             CCL_RF:Cav02:Rg44     58.41916     117.890  
   361             CCL_RF:Cav02:Rg45     58.50461     118.141  
   362             CCL_RF:Cav02:Rg46     58.59005     118.391  
   363             CCL_RF:Cav02:Rg47     58.67550     118.640  
   364             CCL_RF:Cav02:Rg48     58.76094     118.887  
   365             CCL_RF:Cav02:Rg49     59.27548     119.136  
   366             CCL_RF:Cav02:Rg50     59.36152     119.387  
   367             CCL_RF:Cav02:Rg51     59.44757     119.639  
