1 0.910662 0.230561
2 -0.370822 0.5621
3 -0.798521 0.0230993
4 -0.222646 -0.216777
5 -0.279239 0.583838
6 -0.196875 -0.188614
7 0.332143 -0.374779
8 0.0451975 0.117966
9 0.0293265 0.801755
10 0.27286 -0.088218
11 0.428806 0.814561
12 0.338889 -0.173453
13 -0.51711 -0.272999
14 -0.037668 0.648265
15 -0.402402 0.0537169
16 -0.490366 -0.00522864
17 -0.447722 0.168451
18 0.233609 -0.0541897
19 -0.208412 -0.940727
20 0.614545 -0.511392
21 -0.248381 0.11055
22 -0.120132 0.222946
23 0.407399 -0.66482
24 -0.479527 -0.215216
25 0.105393 -0.486286
26 -0.239187 -0.289357
27 -0.515487 -1.11768
28 -0.421409 -0.112037
29 -0.439579 -0.395636
30 0.437683 0.510562
31 -0.538137 -0.120886
32 -0.326469 -0.0807797
33 0.248995 0.200879
34 -0.248794 0.0157595
35 0.106207 -0.639846
36 -0.462367 0.217534
37 0.082524 -0.520324
38 0.0861143 0.310753
39 -0.605676 0.383544
40 -0.228367 -0.996034
41 0.558637 0.00320881
42 -0.292839 0.502219
43 -0.181987 -0.71804
44 -0.202799 0.0579542
45 -0.716583 0.0970736
46 -0.079841 -0.567151
47 -0.30813 0.199055
48 -0.460647 0.0196456
49 0.0284248 0.247441
50 -0.215643 -0.281056
51 0.0491278 0.378983
52 -0.038565 0.0745393
53 0.367355 -0.150569
54 -0.18157 -0.267494
55 0.373013 -0.00155724
56 0.0991107 -0.254929
57 -0.1061 0.165013
58 -0.375643 -0.043854
59 -0.022113 -0.237892
60 0.0337765 -0.410072
61 0.106531 0.150224
62 -0.291468 0.0885653
63 0.206306 -0.241647
