SCL_RF:Cav01a:Rg01      1.57765 
SCL_RF:Cav01a:Rg02      1.65412 
SCL_RF:Cav01a:Rg03      1.65649 
SCL_RF:Cav01a:Rg04      1.65957 
SCL_RF:Cav01a:Rg05      1.66300 
SCL_RF:Cav01a:Rg06      1.60157 
SCL_RF:Cav01b:Rg01      1.47988 
SCL_RF:Cav01b:Rg02      1.53811 
SCL_RF:Cav01b:Rg03      1.54018 
SCL_RF:Cav01b:Rg04      1.54270 
SCL_RF:Cav01b:Rg05      1.54546 
SCL_RF:Cav01b:Rg06      1.50037 
SCL_RF:Cav01c:Rg01      1.52042 
SCL_RF:Cav01c:Rg02      1.56758 
SCL_RF:Cav01c:Rg03      1.56972 
SCL_RF:Cav01c:Rg04      1.57220 
SCL_RF:Cav01c:Rg05      1.57488 
SCL_RF:Cav01c:Rg06      1.54136 
SCL_RF:Cav02a:Rg01      1.45770 
SCL_RF:Cav02a:Rg02      1.49078 
SCL_RF:Cav02a:Rg03      1.49269 
SCL_RF:Cav02a:Rg04      1.49481 
SCL_RF:Cav02a:Rg05      1.49706 
SCL_RF:Cav02a:Rg06      1.47622 
SCL_RF:Cav02b:Rg01      1.45120 
SCL_RF:Cav02b:Rg02      1.47303 
SCL_RF:Cav02b:Rg03      1.47485 
SCL_RF:Cav02b:Rg04      1.47681 
SCL_RF:Cav02b:Rg05      1.47886 
SCL_RF:Cav02b:Rg06      1.46880 
SCL_RF:Cav02c:Rg01      1.49979 
SCL_RF:Cav02c:Rg02      1.51148 
SCL_RF:Cav02c:Rg03      1.51335 
SCL_RF:Cav02c:Rg04      1.51530 
SCL_RF:Cav02c:Rg05      1.51730 
SCL_RF:Cav02c:Rg06      1.51773 
SCL_RF:Cav03a:Rg01      1.63026 
SCL_RF:Cav03a:Rg02      1.63145 
SCL_RF:Cav03a:Rg03      1.63355 
SCL_RF:Cav03a:Rg04      1.63568 
SCL_RF:Cav03a:Rg05      1.63784 
SCL_RF:Cav03a:Rg06      1.65035 
SCL_RF:Cav03b:Rg01      1.61849 
SCL_RF:Cav03b:Rg02      1.60781 
SCL_RF:Cav03b:Rg03      1.60976 
SCL_RF:Cav03b:Rg04      1.61171 
SCL_RF:Cav03b:Rg05      1.61364 
SCL_RF:Cav03b:Rg06      1.63714 
SCL_RF:Cav03c:Rg01      1.71675 
SCL_RF:Cav03c:Rg02      1.69386 
SCL_RF:Cav03c:Rg03      1.69591 
SCL_RF:Cav03c:Rg04      1.69794 
SCL_RF:Cav03c:Rg05      1.69992 
SCL_RF:Cav03c:Rg06      1.73644 
SCL_RF:Cav04a:Rg01      1.44207 
SCL_RF:Cav04a:Rg02      1.41291 
SCL_RF:Cav04a:Rg03      1.41427 
SCL_RF:Cav04a:Rg04      1.41559 
SCL_RF:Cav04a:Rg05      1.41687 
SCL_RF:Cav04a:Rg06      1.45510 
SCL_RF:Cav04b:Rg01      1.69639 
SCL_RF:Cav04b:Rg02      1.65341 
SCL_RF:Cav04b:Rg03      1.65518 
SCL_RF:Cav04b:Rg04      1.65688 
SCL_RF:Cav04b:Rg05      1.65851 
SCL_RF:Cav04b:Rg06      1.71333 
SCL_RF:Cav04c:Rg01      1.53845 
SCL_RF:Cav04c:Rg02      1.49045 
SCL_RF:Cav04c:Rg03      1.49181 
SCL_RF:Cav04c:Rg04      1.49311 
SCL_RF:Cav04c:Rg05      1.49434 
SCL_RF:Cav04c:Rg06      1.55147 
SCL_RF:Cav05a:Rg01      1.66558 
SCL_RF:Cav05a:Rg02      1.60564 
SCL_RF:Cav05a:Rg03      1.60712 
SCL_RF:Cav05a:Rg04      1.60854 
SCL_RF:Cav05a:Rg05      1.60987 
SCL_RF:Cav05a:Rg06      1.67988 
SCL_RF:Cav05b:Rg01      1.67640 
SCL_RF:Cav05b:Rg02      1.60787 
SCL_RF:Cav05b:Rg03      1.60927 
SCL_RF:Cav05b:Rg04      1.61061 
SCL_RF:Cav05b:Rg05      1.61185 
SCL_RF:Cav05b:Rg06      1.68993 
SCL_RF:Cav05c:Rg01      1.87434 
SCL_RF:Cav05c:Rg02      1.78933 
SCL_RF:Cav05c:Rg03      1.79096 
SCL_RF:Cav05c:Rg04      1.79252 
SCL_RF:Cav05c:Rg05      1.79394 
SCL_RF:Cav05c:Rg06      1.89009 
SCL_RF:Cav06a:Rg01      1.77830 
SCL_RF:Cav06a:Rg02      1.68918 
SCL_RF:Cav06a:Rg03      1.69053 
SCL_RF:Cav06a:Rg04      1.69184 
SCL_RF:Cav06a:Rg05      1.69301 
SCL_RF:Cav06a:Rg06      1.79147 
SCL_RF:Cav06b:Rg01      1.93679 
SCL_RF:Cav06b:Rg02      1.83186 
SCL_RF:Cav06b:Rg03      1.83335 
SCL_RF:Cav06b:Rg04      1.83479 
SCL_RF:Cav06b:Rg05      1.83607 
SCL_RF:Cav06b:Rg06      1.95132 
SCL_RF:Cav06c:Rg01      1.65419 
SCL_RF:Cav06c:Rg02      1.55752 
SCL_RF:Cav06c:Rg03      1.55853 
SCL_RF:Cav06c:Rg04      1.55951 
SCL_RF:Cav06c:Rg05      1.56038 
SCL_RF:Cav06c:Rg06      1.66407 
SCL_RF:Cav07a:Rg01      1.75681 
SCL_RF:Cav07a:Rg02      1.64844 
SCL_RF:Cav07a:Rg03      1.64950 
SCL_RF:Cav07a:Rg04      1.65054 
SCL_RF:Cav07a:Rg05      1.65146 
SCL_RF:Cav07a:Rg06      1.76725 
SCL_RF:Cav07b:Rg01      1.84352 
SCL_RF:Cav07b:Rg02      1.72388 
SCL_RF:Cav07b:Rg03      1.72497 
SCL_RF:Cav07b:Rg04      1.72604 
SCL_RF:Cav07b:Rg05      1.72698 
SCL_RF:Cav07b:Rg06      1.85429 
SCL_RF:Cav07c:Rg01      1.63609 
SCL_RF:Cav07c:Rg02      1.52461 
SCL_RF:Cav07c:Rg03      1.52541 
SCL_RF:Cav07c:Rg04      1.52621 
SCL_RF:Cav07c:Rg05      1.52690 
SCL_RF:Cav07c:Rg06      1.64404 
SCL_RF:Cav08a:Rg01      1.65506 
SCL_RF:Cav08a:Rg02      1.53796 
SCL_RF:Cav08a:Rg03      1.53873 
SCL_RF:Cav08a:Rg04      1.53951 
SCL_RF:Cav08a:Rg05      1.54017 
SCL_RF:Cav08a:Rg06      1.66274 
SCL_RF:Cav08b:Rg01      1.76499 
SCL_RF:Cav08b:Rg02      1.63578 
SCL_RF:Cav08b:Rg03      1.63660 
SCL_RF:Cav08b:Rg04      1.63744 
SCL_RF:Cav08b:Rg05      1.63815 
SCL_RF:Cav08b:Rg06      1.77323 
SCL_RF:Cav08c:Rg01      1.92949 
SCL_RF:Cav08c:Rg02      1.78351 
SCL_RF:Cav08c:Rg03      1.78443 
SCL_RF:Cav08c:Rg04      1.78537 
SCL_RF:Cav08c:Rg05      1.78617 
SCL_RF:Cav08c:Rg06      1.93875 
SCL_RF:Cav09a:Rg01      1.90439 
SCL_RF:Cav09a:Rg02      1.75544 
SCL_RF:Cav09a:Rg03      1.75628 
SCL_RF:Cav09a:Rg04      1.75715 
SCL_RF:Cav09a:Rg05      1.75788 
SCL_RF:Cav09a:Rg06      1.91287 
SCL_RF:Cav09b:Rg01      1.90224 
SCL_RF:Cav09b:Rg02      1.74899 
SCL_RF:Cav09b:Rg03      1.74978 
SCL_RF:Cav09b:Rg04      1.75060 
SCL_RF:Cav09b:Rg05      1.75128 
SCL_RF:Cav09b:Rg06      1.91021 
SCL_RF:Cav09c:Rg01      1.92925 
SCL_RF:Cav09c:Rg02      1.76959 
SCL_RF:Cav09c:Rg03      1.77035 
SCL_RF:Cav09c:Rg04      1.77115 
SCL_RF:Cav09c:Rg05      1.77181 
SCL_RF:Cav09c:Rg06      1.93697 
SCL_RF:Cav10a:Rg01      1.87682 
SCL_RF:Cav10a:Rg02      1.71756 
SCL_RF:Cav10a:Rg03      1.71823 
SCL_RF:Cav10a:Rg04      1.71895 
SCL_RF:Cav10a:Rg05      1.71954 
SCL_RF:Cav10a:Rg06      1.88373 
SCL_RF:Cav10b:Rg01      1.90181 
SCL_RF:Cav10b:Rg02      1.73679 
SCL_RF:Cav10b:Rg03      1.73745 
SCL_RF:Cav10b:Rg04      1.73814 
SCL_RF:Cav10b:Rg05      1.73872 
SCL_RF:Cav10b:Rg06      1.90852 
SCL_RF:Cav10c:Rg01      1.98937 
SCL_RF:Cav10c:Rg02      1.81315 
SCL_RF:Cav10c:Rg03      1.81383 
SCL_RF:Cav10c:Rg04      1.81455 
SCL_RF:Cav10c:Rg05      1.81515 
SCL_RF:Cav10c:Rg06      1.99632 
SCL_RF:Cav11a:Rg01      1.92703 
SCL_RF:Cav11a:Rg02      1.75285 
SCL_RF:Cav11a:Rg03      1.75344 
SCL_RF:Cav11a:Rg04      1.75410 
SCL_RF:Cav11a:Rg05      1.75462 
SCL_RF:Cav11a:Rg06      1.93321 
SCL_RF:Cav11b:Rg01      1.95425 
SCL_RF:Cav11b:Rg02      1.77439 
SCL_RF:Cav11b:Rg03      1.77497 
SCL_RF:Cav11b:Rg04      1.77561 
SCL_RF:Cav11b:Rg05      1.77613 
SCL_RF:Cav11b:Rg06      1.96028 
SCL_RF:Cav11c:Rg01      2.16893 
SCL_RF:Cav11c:Rg02      1.96595 
SCL_RF:Cav11c:Rg03      1.96663 
