SCL_RF:Cav01a     92.54296 
SCL_RF:Cav01b     99.82248 
SCL_RF:Cav01c    106.68397 
SCL_RF:Cav02a    113.50275 
SCL_RF:Cav02b    119.91403 
SCL_RF:Cav02c    126.14249 
SCL_RF:Cav03a    132.41174 
SCL_RF:Cav03b    138.76981 
SCL_RF:Cav03c    144.85283 
SCL_RF:Cav04a    150.60418 
SCL_RF:Cav04b    155.57554 
SCL_RF:Cav04c    160.71187 
SCL_RF:Cav05a    165.30049 
SCL_RF:Cav05b    169.87304 
SCL_RF:Cav05c    174.31395 
SCL_RF:Cav06a    178.73424 
SCL_RF:Cav06b   -177.20068 
SCL_RF:Cav06c   -173.34202 
SCL_RF:Cav07a   -170.06183 
SCL_RF:Cav07b   -166.80229 
SCL_RF:Cav07c   -163.74376 
SCL_RF:Cav08a   -161.08915 
SCL_RF:Cav08b   -158.50911 
SCL_RF:Cav08c   -155.89177 
SCL_RF:Cav09a   -153.28372 
SCL_RF:Cav09b   -150.85116 
SCL_RF:Cav09c   -148.54820 
SCL_RF:Cav10a   -146.37039 
SCL_RF:Cav10b   -144.33929 
SCL_RF:Cav10c   -142.36863 
SCL_RF:Cav11a   -140.46208 
SCL_RF:Cav11b   -138.68317 
SCL_RF:Cav11c   -136.91684 
SCL_RF:Cav12a    101.95731 
SCL_RF:Cav12b    104.90207 
SCL_RF:Cav12c    107.76859 
SCL_RF:Cav12d    110.57591 
SCL_RF:Cav13a    113.30875 
SCL_RF:Cav13b    115.88256 
SCL_RF:Cav13c    118.27461 
SCL_RF:Cav13d    120.61800 
SCL_RF:Cav14a    122.90720 
SCL_RF:Cav14b    125.14624 
SCL_RF:Cav14c    127.35310 
SCL_RF:Cav14d    129.59780 
SCL_RF:Cav15a    131.82452 
SCL_RF:Cav15b    133.83578 
SCL_RF:Cav15c    135.62076 
SCL_RF:Cav15d    137.46602 
SCL_RF:Cav16a    139.46420 
SCL_RF:Cav16b    141.35881 
SCL_RF:Cav16c    143.16686 
SCL_RF:Cav16d    144.94912 
SCL_RF:Cav17a    146.58313 
SCL_RF:Cav17b    148.16145 
SCL_RF:Cav17c    149.65152 
SCL_RF:Cav17d    151.16903 
SCL_RF:Cav18a    152.51847 
SCL_RF:Cav18b    153.82880 
SCL_RF:Cav18c    155.12242 
SCL_RF:Cav18d    156.44723 
SCL_RF:Cav19a    157.62108 
SCL_RF:Cav19b    158.80833 
SCL_RF:Cav19c    159.92357 
SCL_RF:Cav19d    161.05541 
SCL_RF:Cav20a    162.15832 
SCL_RF:Cav20b    163.39847 
SCL_RF:Cav20c    164.60473 
SCL_RF:Cav20d    165.77984 
SCL_RF:Cav21a    166.89942 
SCL_RF:Cav21b    167.89948 
SCL_RF:Cav21c    168.77679 
SCL_RF:Cav21d    169.66472 
SCL_RF:Cav22a    170.67511 
SCL_RF:Cav22b    171.67621 
SCL_RF:Cav22c    172.56366 
SCL_RF:Cav22d    173.35517 
SCL_RF:Cav23a    174.26557 
SCL_RF:Cav23b    175.11940 
SCL_RF:Cav23c    175.90451 
SCL_RF:Cav23d    176.75860 
SCL_RF:Cav24a    177.64468 
SCL_RF:Cav24b    178.64075 
SCL_RF:Cav24c    179.60799 
SCL_RF:Cav24d   -179.45622 
SCL_RF:Cav25a   -178.54459 
SCL_RF:Cav25b   -177.66053 
SCL_RF:Cav25c   -176.80182 
SCL_RF:Cav25d   -175.96545 
SCL_RF:Cav26a   -175.15416 
SCL_RF:Cav26b   -174.36544 
SCL_RF:Cav26c   -173.59846 
SCL_RF:Cav26d   -172.85239 
SCL_RF:Cav27a   -172.12647 
SCL_RF:Cav27b   -171.41994 
SCL_RF:Cav27c   -170.73210 
SCL_RF:Cav27d   -170.06226 
SCL_RF:Cav28a   -169.40979 
SCL_RF:Cav28b   -168.77405 
SCL_RF:Cav28c   -168.15446 
SCL_RF:Cav28d   -167.55045 
SCL_RF:Cav29a   -166.96146 
SCL_RF:Cav29b   -166.38699 
SCL_RF:Cav29c   -165.82653 
SCL_RF:Cav29d   -165.27959 
SCL_RF:Cav30a   -164.74574 
SCL_RF:Cav30b   -164.22269 
SCL_RF:Cav30c   -163.71363 
SCL_RF:Cav30d   -163.21639 
SCL_RF:Cav31a   -162.73057 
SCL_RF:Cav31b   -162.25581 
SCL_RF:Cav31c   -161.79175 
SCL_RF:Cav31d   -161.33806 
SCL_RF:Cav32a   -160.89439 
SCL_RF:Cav32b   -160.46045 
SCL_RF:Cav32c   -160.03592 
SCL_RF:Cav32d   -159.62051 
