pos[m] eKin rmsX rmsXp rmsY rmsYp rmsZ rmsdp_p  rmsZp phase time eKin x xp y yp z dp_p zp phase0 time0 eKin0 
+2.593044e+002   1001.566374  +1.474851e-003 +1.426110e-004 +1.487272e-003 +1.669683e-004 +1.204066e-003 +1.855151e-004 +4.345039e-005 +6.650352e-001 +4.589615e-012 +2.757278e-001 -2.128296e-007 +4.576412e-006 +2.841745e-005 +4.409209e-006 +9.782215e-005 +5.249854e-005 +1.229594e-005 +5.402956e-002 +3.728748e-013 +7.802764e-002 
+2.593555e+002   1001.708208  +1.477693e-003 +1.462073e-004 +1.482116e-003 +1.607665e-004 +1.204676e-003 +1.854872e-004 +4.343751e-005 +6.653568e-001 +4.591834e-012 +2.757187e-001 +2.089388e-008 +4.575121e-006 +2.864919e-005 +4.588220e-006 +9.845245e-005 +5.235141e-005 +1.225969e-005 +5.437648e-002 +3.752690e-013 +7.781812e-002 
+2.594066e+002   1002.250180  +1.480483e-003 +1.425869e-004 +1.476905e-003 +1.665831e-004 +1.205235e-003 +1.818085e-004 +4.255227e-005 +6.656090e-001 +4.593575e-012 +2.703720e-001 +2.545655e-007 +4.572585e-006 +2.887881e-005 +4.395316e-006 +9.907726e-005 +5.074568e-005 +1.187702e-005 +5.471690e-002 +3.776183e-013 +7.546520e-002 
+2.594577e+002   1003.514470  +1.483085e-003 +1.444522e-004 +1.471510e-003 +1.630507e-004 +1.205781e-003 +1.811175e-004 +4.233540e-005 +6.657785e-001 +4.594744e-012 +2.696270e-001 +4.880623e-007 +4.570594e-006 +2.910369e-005 +4.491242e-006 +9.969674e-005 +5.005848e-005 +1.170095e-005 +5.504807e-002 +3.799039e-013 +7.452133e-002 
+2.595088e+002   1003.580221  +1.486361e-003 +1.494384e-004 +1.466785e-003 +1.561010e-004 +1.206111e-003 +1.809769e-004 +4.229966e-005 +6.659537e-001 +4.595954e-012 +2.694325e-001 +7.216676e-007 +4.574704e-006 +2.934068e-005 +4.714563e-006 +1.002947e-004 +4.981121e-005 +1.164235e-005 +5.537767e-002 +3.821785e-013 +7.415729e-002 
+2.595598e+002   1003.891127  +1.489669e-003 +1.454991e-004 +1.462089e-003 +1.611716e-004 +1.206351e-003 +1.794504e-004 +4.192945e-005 +6.660533e-001 +4.596641e-012 +2.672287e-001 +9.552291e-007 +4.568315e-006 +2.957719e-005 +4.528445e-006 +1.008838e-004 +4.803765e-005 +1.122423e-005 +5.570023e-002 +3.844046e-013 +7.153530e-002 
+2.596109e+002   1005.144145  +1.492693e-003 +1.455875e-004 +1.457121e-003 +1.606921e-004 +1.206583e-003 +1.792847e-004 +4.183674e-005 +6.660510e-001 +4.596625e-012 +2.672590e-001 +1.188455e-006 +4.564971e-006 +2.980701e-005 +4.529229e-006 +1.014680e-004 +4.701229e-005 +1.097049e-005 +5.601177e-002 +3.865547e-013 +7.008107e-002 
+2.596620e+002   1005.788501  +1.496082e-003 +1.495278e-004 +1.452513e-003 +1.555889e-004 +1.206715e-003 +1.793200e-004 +4.181730e-005 +6.660566e-001 +4.596664e-012 +2.674541e-001 +1.421784e-006 +4.570442e-006 +3.004301e-005 +4.699513e-006 +1.020393e-004 +4.734382e-005 +1.104054e-005 +5.632146e-002 +3.886919e-013 +7.061285e-002 
+2.597131e+002   1005.812922  +1.499801e-003 +1.506875e-004 +1.448230e-003 +1.542759e-004 +1.206807e-003 +1.795767e-004 +4.187609e-005 +6.661048e-001 +4.596996e-012 +2.678424e-001 +1.655321e-006 +4.572223e-006 +3.028456e-005 +4.740302e-006 +1.026050e-004 +4.762172e-005 +1.110507e-005 +5.663350e-002 +3.908454e-013 +7.102880e-002 
+2.597642e+002   1005.777229  +1.503598e-003 +1.507773e-004 +1.444023e-003 +1.541509e-004 +1.206922e-003 +1.797635e-004 +4.192119e-005 +6.661722e-001 +4.597462e-012 +2.681130e-001 +1.888879e-006 +4.571902e-006 +3.052665e-005 +4.736447e-006 +1.031715e-004 +4.767078e-005 +1.111692e-005 +5.694651e-002 +3.930056e-013 +7.109984e-002 
+2.598160e+002   1005.771594  +1.507511e-003 +1.509457e-004 +1.439812e-003 +1.539418e-004 +1.207069e-003 +1.799316e-004 +4.196063e-005 +6.662535e-001 +4.598023e-012 +2.683626e-001 +2.125965e-006 +4.571632e-006 +3.077227e-005 +4.735695e-006 +1.037474e-004 +4.767152e-005 +1.111715e-005 +5.726439e-002 +3.951994e-013 +7.110065e-002 
+2.598667e+002   1005.771594  +1.511366e-003 +1.512030e-004 +1.435730e-003 +1.536455e-004 +1.207221e-003 +1.801005e-004 +4.200001e-005 +6.663377e-001 +4.598604e-012 +2.686145e-001 +2.357623e-006 +4.571577e-006 +3.101230e-005 +4.738681e-006 +1.043101e-004 +4.767154e-005 +1.111716e-005 +5.757500e-002 +3.973430e-013 +7.110068e-002 
+2.599178e+002   1005.770654  +1.515311e-003 +1.514766e-004 +1.431663e-003 +1.533395e-004 +1.207389e-003 +1.802788e-004 +4.204163e-005 +6.664306e-001 +4.599245e-012 +2.688804e-001 +2.591488e-006 +4.571543e-006 +3.125478e-005 +4.742129e-006 +1.048782e-004 +4.767274e-005 +1.111744e-005 +5.788857e-002 +3.995071e-013 +7.110243e-002 
+2.599689e+002   1005.760322  +1.519326e-003 +1.518711e-004 +1.427680e-003 +1.529332e-004 +1.207576e-003 +1.804636e-004 +4.208518e-005 +6.665346e-001 +4.599963e-012 +2.691534e-001 +2.825023e-006 +4.571920e-006 +3.149720e-005 +4.750197e-006 +1.054453e-004 +4.767210e-005 +1.111742e-005 +5.820171e-002 +4.016681e-013 +7.110083e-002 
+2.600200e+002   1005.715236  +1.523418e-003 +1.522593e-004 +1.423776e-003 +1.525539e-004 +1.207765e-003 +1.805123e-004 +4.209850e-005 +6.666437e-001 +4.600716e-012 +2.692162e-001 +3.058595e-006 +4.572275e-006 +3.174021e-005 +4.757441e-006 +1.060115e-004 +4.753528e-005 +1.108602e-005 +5.851460e-002 +4.038274e-013 +7.089414e-002 
+2.600711e+002   1006.075925  +1.527400e-003 +1.481134e-004 +1.419776e-003 +1.563172e-004 +1.207984e-003 +1.799831e-004 +4.195951e-005 +6.667272e-001 +4.601292e-012 +2.685070e-001 +3.291794e-006 +4.552908e-006 +3.197984e-005 +4.580043e-006 +1.065786e-004 +4.662147e-005 +1.086887e-005 +5.882430e-002 +4.059648e-013 +6.955202e-002 
+2.601222e+002   1007.493319  +1.530943e-003 +1.455554e-004 +1.415378e-003 +1.586084e-004 +1.208312e-003 +1.797685e-004 +4.184846e-005 +6.667603e-001 +4.601521e-012 +2.685009e-001 +3.523779e-006 +4.536539e-006 +3.220913e-005 +4.464139e-006 +1.071509e-004 +4.602415e-005 +1.071400e-005 +5.912712e-002 +4.080547e-013 +6.874136e-002 
+2.601733e+002   1008.399738  +1.534735e-003 +1.512355e-004 +1.411228e-003 +1.529810e-004 +1.208632e-003 +1.807346e-004 +4.203423e-005 +6.668430e-001 +4.602091e-012 +2.701460e-001 +3.756034e-006 +4.559760e-006 +3.244259e-005 +4.695406e-006 +1.077176e-004 +4.699163e-005 +1.092904e-005 +5.943142e-002 +4.101547e-013 +7.023888e-002 
+2.602244e+002   1008.610140  +1.538881e-003 +1.490365e-004 +1.407413e-003 +1.548149e-004 +1.208929e-003 +1.806140e-004 +4.199712e-005 +6.669851e-001 +4.603072e-012 +2.700124e-001 +3.988917e-006 +4.546447e-006 +3.268237e-005 +4.596988e-006 +1.082795e-004 +4.670375e-005 +1.085975e-005 +5.973948e-002 +4.122808e-013 +6.982067e-002 
+2.602755e+002   1009.912002  +1.542585e-003 +1.454389e-004 +1.403206e-003 +1.578893e-004 +1.209347e-003 +1.799672e-004 +4.179085e-005 +6.670806e-001 +4.603731e-012 +2.693342e-001 +4.220380e-006 +4.522858e-006 +3.291162e-005 +4.439077e-006 +1.088485e-004 +4.577786e-005 +1.063024e-005 +6.004127e-002 +4.143635e-013 +6.850994e-002 
+2.603265e+002   1010.933953  +1.546447e-003 +1.511418e-004 +1.399163e-003 +1.525906e-004 +1.209751e-003 +1.810259e-004 +4.199262e-005 +6.671979e-001 +4.604540e-012 +2.711466e-001 +4.451950e-006 +4.549902e-006 +3.314317e-005 +4.668684e-006 +1.094094e-004 +4.628260e-005 +1.073619e-005 +6.034112e-002 +4.164328e-013 +6.932362e-002 
+2.603776e+002   1011.099269  +1.550758e-003 +1.502605e-004 +1.395537e-003 +1.532205e-004 +1.210077e-003 +1.806556e-004 +4.189963e-005 +6.673605e-001 +4.605663e-012 +2.706287e-001 +4.684543e-006 +4.542189e-006 +3.338317e-005 +4.623931e-006 +1.099598e-004 +4.582186e-005 +1.062751e-005 +6.064313e-002 +4.185171e-013 +6.864282e-002 
+2.604287e+002   1012.304383  +1.554672e-003 +1.461289e-004 +1.391570e-003 +1.564301e-004 +1.210480e-003 +1.796650e-004 +4.161842e-005 +6.674586e-001 +4.606339e-012 +2.694116e-001 +4.915649e-006 +4.513379e-006 +3.361351e-005 +4.448273e-006 +1.105131e-004 +4.446715e-005 +1.030057e-005 +6.093690e-002 +4.205445e-013 +6.667946e-002 
+2.604798e+002   1013.391146  +1.558707e-003 +1.520927e-004 +1.387730e-003 +1.514213e-004 +1.210852e-003 +1.801987e-004 +4.169561e-005 +6.675516e-001 +4.606981e-012 +2.704530e-001 +5.146796e-006 +4.544980e-006 +3.384539e-005 +4.681864e-006 +1.110577e-004 +4.479110e-005 +1.036407e-005 +6.122694e-002 +4.225462e-013 +6.722516e-002 
+2.605309e+002   1013.490712  +1.563275e-003 +1.526901e-004 +1.384381e-003 +1.509353e-004 +1.211093e-003 +1.798192e-004 +4.160355e-005 +6.676740e-001 +4.607826e-012 +2.699055e-001 +5.379416e-006 +4.545488e-006 +3.408770e-005 +4.694810e-006 +1.115872e-004 +4.421016e-005 +1.022861e-005 +6.151792e-002 +4.245543e-013 +6.635867e-002 
+2.605819e+002   1014.547417  +1.567489e-003 +1.477978e-004 +1.380734e-003 +1.542781e-004 +1.211367e-003 +1.791842e-004 +4.141182e-005 +6.677164e-001 +4.608119e-012 +2.691854e-001 +5.610524e-006 +4.510247e-006 +3.432119e-005 +4.496044e-006 +1.121170e-004 +4.267174e-005 +9.861998e-006 +6.179993e-002 +4.265006e-013 +6.410503e-002 
+2.606330e+002   1015.660481  +1.571780e-003 +1.542827e-004 +1.377176e-003 +1.495205e-004 +1.211595e-003 +1.791651e-004 +4.136027e-005 +6.677281e-001 +4.608199e-012 +2.694022e-001 +5.841552e-006 +4.547602e-006 +3.455529e-005 +4.740414e-006 +1.126378e-004 +4.265326e-005 +9.846505e-006 +6.207639e-002 +4.284085e-013 +6.413571e-002 
+2.606841e+002   1015.643573  +1.576709e-003 +1.565216e-004 +1.374193e-003 +1.481554e-004 +1.211641e-003 +1.792040e-004 +4.136996e-005 +6.677550e-001 +4.608385e-012 +2.694569e-001 +6.074651e-006 +4.558649e-006 +3.480228e-005 +4.812051e-006 +1.131383e-004 +4.197040e-005 +9.689036e-006 +6.235236e-002 +4.303131e-013 +6.310804e-002 
+2.607352e+002   1016.506785  +1.581349e-003 +1.510403e-004 +1.370977e-003 +1.512905e-004 +1.211681e-003 +1.800453e-004 +4.152751e-005 +6.676890e-001 +4.607929e-012 +2.709132e-001 +6.306345e-006 +4.518382e-006 +3.504181e-005 +4.601246e-006 +1.136365e-004 +4.018748e-005 +9.269255e-006 +6.261867e-002 +4.321509e-013 +6.046987e-002 
+2.607863e+002   1017.580398  +1.586020e-003 +1.579009e-004 +1.367811e-003 +1.471089e-004 +1.211662e-003 +1.799566e-004 +4.146149e-005 +6.675685e-001 +4.607098e-012 +2.710176e-001 +6.537814e-006 +4.560010e-006 +3.528099e-005 +4.846269e-006 +1.141245e-004 +3.987725e-005 +9.187604e-006 +6.287719e-002 +4.339350e-013 +6.005580e-002 
+2.608373e+002   1017.441382  +1.591401e-003 +1.618476e-004 +1.365276e-003 +1.451906e-004 +1.211420e-003 +1.808888e-004 +4.168222e-005 +6.674495e-001 +4.606276e-012 +2.723905e-001 +6.771902e-006 +4.582899e-006 +3.553484e-005 +4.973539e-006 +1.145886e-004 +3.913726e-005 +9.018400e-006 +6.313425e-002 +4.357091e-013 +5.893463e-002 
+2.608884e+002   1018.069770  +1.596557e-003 +1.555288e-004 +1.362567e-003 +1.480946e-004 +1.211140e-003 +1.844018e-004 +4.246442e-005 +6.672309e-001 +4.604768e-012 +2.778231e-001 +7.004751e-006 +4.536160e-006 +3.578265e-005 +4.744155e-006 +1.150474e-004 +3.708446e-005 +8.539884e-006 +6.338093e-002 +4.374115e-013 +5.587213e-002 
+2.609395e+002   1019.295549  +1.601555e-003 +1.583691e-004 +1.359747e-003 +1.464505e-004 +1.210830e-003 +1.849541e-004 +4.253830e-005 +6.669354e-001 +4.602729e-012 +2.789341e-001 +7.236544e-006 +4.551274e-006 +3.602586e-005 +4.838375e-006 +1.154984e-004 +3.645953e-005 +8.385466e-006 +6.361750e-002 +4.390442e-013 +5.498556e-002 
+2.609906e+002   1019.711656  +1.607010e-003 +1.637147e-004 +1.357339e-003 +1.440799e-004 +1.210419e-003 +1.834483e-004 +4.217404e-005 +6.666667e-001 +4.600874e-012 +2.767571e-001 +7.470042e-006 +4.584769e-006 +3.627828e-005 +5.012851e-006 +1.159360e-004 +3.692542e-005 +8.489010e-006 +6.385447e-002 +4.406796e-013 +5.570711e-002 
+2.610417e+002   1019.695688  +1.612714e-003 +1.646689e-004 +1.355161e-003 +1.436841e-004 +1.209993e-003 +1.829008e-004 +4.204886e-005 +6.664339e-001 +4.599268e-012 +2.759274e-001 +7.704410e-006 +4.588570e-006 +3.653529e-005 +5.035896e-006 +1.163703e-004 +3.714798e-005 +8.540315e-006 +6.409384e-002 +4.423315e-013 +5.604212e-002 
+2.610928e+002   1019.667509  +1.618468e-003 +1.647521e-004 +1.353045e-003 +1.436142e-004 +1.209592e-003 +1.827737e-004 +4.202087e-005 +6.662159e-001 +4.597764e-012 +2.757295e-001 +7.938752e-006 +4.586368e-006 +3.679240e-005 +5.030009e-006 +1.168057e-004 +3.717663e-005 +8.547147e-006 +6.433389e-002 +4.439882e-013 +5.608405e-002 
+2.611456e+002   1019.665630  +1.624516e-003 +1.650491e-004 +1.350996e-003 +1.434742e-004 +1.209220e-003 +1.827023e-004 +4.200452e-005 +6.660108e-001 +4.596347e-012 +2.756212e-001 +8.180806e-006 +4.585502e-006 +3.705813e-005 +5.030839e-006 +1.172561e-004 +3.717677e-005 +8.547197e-006 +6.458203e-002 +4.457007e-013 +5.608418e-002 
+2.611962e+002   1019.665630  +1.630345e-003 +1.654005e-004 +1.349071e-003 +1.433200e-004 +1.208872e-003 +1.826374e-004 +4.198960e-005 +6.658195e-001 +4.595028e-012 +2.755234e-001 +8.412860e-006 +4.585138e-006 +3.731296e-005 +5.033800e-006 +1.176881e-004 +3.717701e-005 +8.547252e-006 +6.481992e-002 +4.473424e-013 +5.608454e-002 
+2.612468e+002   1019.665630  +1.636175e-003 +1.657519e-004 +1.347146e-003 +1.431658e-004 +1.208525e-003 +1.825725e-004 +4.197469e-005 +6.656283e-001 +4.593708e-012 +2.754255e-001 +8.644913e-006 +4.584773e-006 +3.756780e-005 +5.036761e-006 +1.181200e-004 +3.717725e-005 +8.547307e-006 +6.505781e-002 +4.489842e-013 +5.608490e-002 
+2.612974e+002   1019.665630  +1.642004e-003 +1.661034e-004 +1.345221e-003 +1.430116e-004 +1.208178e-003 +1.825076e-004 +4.195977e-005 +6.654371e-001 +4.592388e-012 +2.753276e-001 +8.876966e-006 +4.584409e-006 +3.782263e-005 +5.039722e-006 +1.185519e-004 +3.717748e-005 +8.547361e-006 +6.529571e-002 +4.506260e-013 +5.608526e-002 
+2.613488e+002   1019.665630  +1.647970e-003 +1.664665e-004 +1.343325e-003 +1.428578e-004 +1.207840e-003 +1.824476e-004 +4.194597e-005 +6.652509e-001 +4.591104e-012 +2.752371e-001 +9.112646e-006 +4.584074e-006 +3.808161e-005 +5.042868e-006 +1.189906e-004 +3.717828e-005 +8.547543e-006 +6.553734e-002 +4.522936e-013 +5.608646e-002 
+2.613999e+002   1019.660934  +1.654011e-003 +1.669239e-004 +1.341582e-003 +1.426902e-004 +1.207537e-003 +1.824044e-004 +4.193627e-005 +6.650843e-001 +4.589954e-012 +2.751708e-001 +9.346818e-006 +4.584486e-006 +3.833936e-005 +5.049001e-006 +1.194265e-004 +3.718040e-005 +8.548077e-006 +6.577746e-002 +4.539507e-013 +5.608943e-002 
+2.614510e+002   1019.625241  +1.660117e-003 +1.676607e-004 +1.339918e-003 +1.424625e-004 +1.207242e-003 +1.824638e-004 +4.195141e-005 +6.649254e-001 +4.588857e-012 +2.752524e-001 +9.581073e-006 +4.587138e-006 +3.859767e-005 +5.063998e-006 +1.198617e-004 +3.711907e-005 +8.534282e-006 +6.601750e-002 +4.556073e-013 +5.599531e-002 
+2.615020e+002   1019.743592  +1.666212e-003 +1.643010e-004 +1.338269e-003 +1.432930e-004 +1.206956e-003 +1.833800e-004 +4.215699e-005 +6.647559e-001 +4.587687e-012 +2.766613e-001 +9.814948e-006 +4.555594e-006 +3.885472e-005 +4.944604e-006 +1.202962e-004 +3.643380e-005 +8.375717e-006 +6.625564e-002 +4.572508e-013 +5.496683e-002 
+2.615531e+002   1020.903620  +1.671841e-003 +1.571096e-004 +1.336275e-003 +1.453118e-004 +1.206767e-003 +1.845857e-004 +4.238394e-005 +6.645347e-001 +4.586161e-012 +2.787435e-001 +1.004570e-005 +4.488114e-006 +3.909990e-005 +4.693609e-006 +1.207373e-004 +3.539740e-005 +8.127831e-006 +6.648682e-002 +4.588462e-013 +5.345374e-002 
+2.616042e+002   1022.168849  +1.677419e-003 +1.630494e-004 +1.334272e-003 +1.432977e-004 +1.206622e-003 +1.826028e-004 +4.187457e-005 +6.643269e-001 +4.584727e-012 +2.760332e-001 +1.027568e-005 +4.534717e-006 +3.934284e-005 +4.887120e-006 +1.211776e-004 +3.616829e-005 +8.294132e-006 +6.671646e-002 +4.604311e-013 +5.467413e-002 
+2.616553e+002   1022.352011  +1.683549e-003 +1.659854e-004 +1.332737e-003 +1.424990e-004 +1.206425e-003 +1.819108e-004 +4.170810e-005 +6.642003e-001 +4.583853e-012 +2.750279e-001 +1.050864e-005 +4.555414e-006 +3.959770e-005 +4.973615e-006 +1.216092e-004 +3.665870e-005 +8.405027e-006 +6.695223e-002 +4.620582e-013 +5.542369e-002 
+2.617064e+002   1023.315727  +1.689334e-003 +1.575228e-004 +1.330957e-003 +1.446011e-004 +1.206328e-003 +1.830170e-004 +4.192052e-005 +6.640497e-001 +4.582814e-012 +2.769173e-001 +1.073903e-005 +4.474301e-006 +3.984339e-005 +4.682280e-006 +1.220481e-004 +3.542260e-005 +8.113639e-006 +6.718405e-002 +4.636580e-013 +5.359683e-002 
+2.617575e+002   1024.655160  +1.694963e-003 +1.622986e-004 +1.329088e-003 +1.430788e-004 +1.206278e-003 +1.819926e-004 +4.162905e-005 +6.638879e-001 +4.581697e-012 +2.756669e-001 +1.096798e-005 +4.512372e-006 +4.008440e-005 +4.835720e-006 +1.224856e-004 +3.562115e-005 +8.147993e-006 +6.741127e-002 +4.652261e-013 +5.395589e-002 
+2.618086e+002   1024.889984  +1.701170e-003 +1.672457e-004 +1.327702e-003 +1.419211e-004 +1.206137e-003 +1.816206e-004 +4.153400e-005 +6.637870e-001 +4.581001e-012 +2.751559e-001 +1.120025e-005 +4.552080e-006 +4.033805e-005 +4.987717e-006 +1.229092e-004 +3.589145e-005 +8.207853e-006 +6.764198e-002 +4.668184e-013 +5.437568e-002 
+2.618596e+002   1025.722198  +1.707147e-003 +1.589732e-004 +1.326167e-003 +1.436520e-004 +1.206039e-003 +1.830252e-004 +4.181980e-005 +6.636494e-001 +4.580051e-012 +2.774709e-001 +1.143059e-005 +4.470303e-006 +4.058525e-005 +4.705915e-006 +1.233340e-004 +3.425924e-005 +7.827960e-006 +6.786723e-002 +4.683729e-013 +5.193788e-002 
+2.619107e+002   1027.096385  +1.712919e-003 +1.630664e-004 +1.324506e-003 +1.424827e-004 +1.205969e-003 +1.825185e-004 +4.164573e-005 +6.634740e-001 +4.578840e-012 +2.770110e-001 +1.165911e-005 +4.503247e-006 +4.082657e-005 +4.834734e-006 +1.237559e-004 +3.416060e-005 +7.794511e-006 +6.808534e-002 +4.698781e-013 +5.184602e-002 
+2.619618e+002   1027.330269  +1.719320e-003 +1.704160e-004 +1.323364e-003 +1.411182e-004 +1.205769e-003 +1.822444e-004 +4.157329e-005 +6.633404e-001 +4.577919e-012 +2.766471e-001 +1.189147e-005 +4.566494e-006 +4.108189e-005 +5.062237e-006 +1.241604e-004 +3.427434e-005 +7.818608e-006 +6.830545e-002 +4.713972e-013 +5.202848e-002 
+2.620129e+002   1027.989654  +1.725591e-003 +1.617054e-004 +1.322153e-003 +1.425261e-004 +1.205554e-003 +1.846229e-004 +4.208765e-005 +6.631565e-001 +4.576649e-012 +2.804074e-001 +1.212253e-005 +4.478978e-006 +4.133310e-005 +4.771171e-006 +1.245612e-004 +3.246541e-005 +7.400991e-006 +6.851918e-002 +4.728722e-013 +4.930882e-002 
+2.620640e+002   1029.339419  +1.731606e-003 +1.654487e-004 +1.320778e-003 +1.416438e-004 +1.205352e-003 +1.847982e-004 +4.206987e-005 +6.629110e-001 +4.574955e-012 +2.809798e-001 +1.235133e-005 +4.509371e-006 +4.157718e-005 +4.885831e-006 +1.249590e-004 +3.195384e-005 +7.274390e-006 +6.872409e-002 +4.742863e-013 +4.858480e-002 
+2.621151e+002   1029.547003  +1.738301e-003 +1.750334e-004 +1.319957e-003 +1.403830e-004 +1.204981e-003 +1.846984e-004 +4.203827e-005 +6.626868e-001 +4.573408e-012 +2.808751e-001 +1.258457e-005 +4.595197e-006 +4.183662e-005 +5.179920e-006 +1.253351e-004 +3.189495e-005 +7.259449e-006 +6.892881e-002 +4.756992e-013 +4.850339e-002 
+2.621661e+002   1029.987532  +1.744994e-003 +1.669122e-004 +1.319165e-003 +1.412170e-004 +1.204548e-003 +1.888460e-004 +4.296306e-005 +6.624046e-001 +4.571460e-012 +2.872847e-001 +1.281738e-005 +4.512481e-006 +4.209506e-005 +4.914307e-006 +1.257030e-004 +2.997256e-005 +6.818851e-006 +6.912654e-002 +4.770638e-013 +4.559619e-002 
+2.622172e+002   1031.258397  +1.751386e-003 +1.698313e-004 +1.318180e-003 +1.406922e-004 +1.204110e-003 +1.903513e-004 +4.324971e-005 +6.620382e-001 +4.568931e-012 +2.898714e-001 +1.304755e-005 +4.535338e-006 +4.234528e-005 +4.999360e-006 +1.260667e-004 +2.903884e-005 +6.597912e-006 +6.931339e-002 +4.783533e-013 +4.422101e-002 
+2.622683e+002   1031.395534  +1.758497e-003 +1.818082e-004 +1.317770e-003 +1.398859e-004 +1.203475e-003 +1.905621e-004 +4.329154e-005 +6.616755e-001 +4.566429e-012 +2.902245e-001 +1.328265e-005 +4.645324e-006 +4.261190e-005 +5.360304e-006 +1.264058e-004 +2.885090e-005 +6.554295e-006 +6.949842e-002 +4.796302e-013 +4.393970e-002 
+2.623194e+002   1031.586211  +1.765718e-003 +1.738563e-004 +1.317474e-003 +1.401897e-004 +1.202731e-003 +1.971913e-004 +4.478891e-005 +6.612478e-001 +4.563477e-012 +3.003670e-001 +1.351818e-005 +4.563949e-006 +4.288023e-005 +5.106753e-006 +1.267321e-004 +2.673597e-005 +6.072653e-006 +6.967584e-002 +4.808546e-013 +4.072492e-002 
+2.623705e+002   1032.806353  +1.772535e-003 +1.728275e-004 +1.316912e-003 +1.401094e-004 +1.201987e-003 +2.008997e-004 +4.557478e-005 +6.607184e-001 +4.559823e-012 +3.063164e-001 +1.375022e-005 +4.548084e-006 +4.313786e-005 +5.066505e-006 +1.270543e-004 +2.538613e-005 +5.758928e-006 +6.984031e-002 +4.819897e-013 +3.870680e-002 
+2.624215e+002   1033.523035  +1.779701e-003 +1.809418e-004 +1.316645e-003 +1.397220e-004 +1.201150e-003 +1.985259e-004 +4.500352e-005 +6.601883e-001 +4.556165e-012 +3.028715e-001 +1.398450e-005 +4.622748e-006 +4.340300e-005 +5.307233e-006 +1.273625e-004 +2.575300e-005 +5.837908e-006 +7.000224e-002 +4.831072e-013 +3.928884e-002 
+2.624726e+002   1033.576575  +1.787252e-003 +1.835781e-004 +1.316697e-003 +1.397067e-004 +1.200267e-003 +1.968727e-004 +4.462638e-005 +6.596974e-001 +4.552777e-012 +3.003623e-001 +1.422141e-005 +4.644085e-006 +4.367662e-005 +5.377589e-006 +1.276632e-004 +2.611191e-005 +5.918950e-006 +7.016700e-002 +4.842443e-013 +3.983808e-002 
+2.625237e+002   1033.539942  +1.794882e-003 +1.837249e-004 +1.316839e-003 +1.396968e-004 +1.199404e-003 +1.963807e-004 +4.451649e-005 +6.592266e-001 +4.549528e-012 +2.996029e-001 +1.445859e-005 +4.641310e-006 +4.395127e-005 +5.372747e-006 +1.279645e-004 +2.618250e-005 +5.935171e-006 +7.033298e-002 +4.853898e-013 +3.994462e-002 
+2.625745e+002   1033.533367  +1.802587e-003 +1.839179e-004 +1.317184e-003 +1.396976e-004 +1.198602e-003 +1.961321e-004 +4.446042e-005 +6.587869e-001 +4.546493e-012 +2.992220e-001 +1.469412e-005 +4.638998e-006 +4.422424e-005 +5.369317e-006 +1.282649e-004 +2.618422e-005 +5.935600e-006 +7.049813e-002 +4.865295e-013 +3.994704e-002 
+2.626264e+002   1033.533367  +1.810636e-003 +1.843213e-004 +1.317809e-003 +1.397207e-004 +1.197849e-003 +1.959049e-004 +4.440892e-005 +6.583729e-001 +4.543636e-012 +2.988754e-001 +1.493479e-005 +4.638682e-006 +4.450376e-005 +5.371894e-006 +1.285720e-004 +2.618446e-005 +5.935654e-006 +7.066693e-002 +4.876945e-013 +3.994740e-002 
+2.626783e+002   1033.533367  +1.818685e-003 +1.847247e-004 +1.318433e-003 +1.397437e-004 +1.197096e-003 +1.956777e-004 +4.435742e-005 +6.579589e-001 +4.540779e-012 +2.985288e-001 +1.517545e-005 +4.638366e-006 +4.478328e-005 +5.374471e-006 +1.288792e-004 +2.618470e-005 +5.935708e-006 +7.083575e-002 +4.888596e-013 +3.994777e-002 
+2.627302e+002   1033.533367  +1.826733e-003 +1.851281e-004 +1.319058e-003 +1.397668e-004 +1.196343e-003 +1.954505e-004 +4.430592e-005 +6.575448e-001 +4.537921e-012 +2.981822e-001 +1.541612e-005 +4.638050e-006 +4.506280e-005 +5.377048e-006 +1.291863e-004 +2.618494e-005 +5.935762e-006 +7.100457e-002 +4.900246e-013 +3.994813e-002 
+2.627821e+002   1033.533367  +1.834782e-003 +1.855315e-004 +1.319683e-003 +1.397899e-004 +1.195589e-003 +1.952233e-004 +4.425442e-005 +6.571308e-001 +4.535064e-012 +2.978356e-001 +1.565679e-005 +4.637733e-006 +4.534232e-005 +5.379625e-006 +1.294935e-004 +2.618518e-005 +5.935816e-006 +7.117339e-002 +4.911897e-013 +3.994850e-002 
+2.628340e+002   1033.533367  +1.842831e-003 +1.859350e-004 +1.320307e-003 +1.398130e-004 +1.194836e-003 +1.949961e-004 +4.420292e-005 +6.567167e-001 +4.532207e-012 +2.974890e-001 +1.589746e-005 +4.637417e-006 +4.562184e-005 +5.382202e-006 +1.298006e-004 +2.618542e-005 +5.935871e-006 +7.134219e-002 +4.923547e-013 +3.994886e-002 
+2.628859e+002   1033.533367  +1.850879e-003 +1.863384e-004 +1.320932e-003 +1.398360e-004 +1.194083e-003 +1.947689e-004 +4.415141e-005 +6.563027e-001 +4.529349e-012 +2.971424e-001 +1.613812e-005 +4.637101e-006 +4.590136e-005 +5.384779e-006 +1.301077e-004 +2.618566e-005 +5.935925e-006 +7.151101e-002 +4.935197e-013 +3.994922e-002 
