pos[m] eKin rmsX rmsXp rmsY rmsYp rmsZ rmsdp_p  rmsZp phase time eKin x xp y yp z dp_p zp phase0 time0 eKin0 
+5.340968e+001    109.071383  +9.258322e-004 +8.717233e-004 +1.555594e-003 +1.012316e-003 +1.520645e-003 +4.822137e-004 +3.870948e-004 +1.654862e+000 +1.142071e-011 +9.971939e-002 -2.651982e-006 +7.129396e-006 -1.869139e-005 +2.934823e-006 +8.962538e-005 +2.145918e-005 +1.722625e-005 +9.753601e-002 +6.731263e-013 +4.437651e-003 
+5.346074e+001    109.071383  +9.344187e-004 +8.314655e-004 +1.537412e-003 +9.908577e-004 +1.519481e-003 +4.813579e-004 +3.864078e-004 +1.653595e+000 +1.141198e-011 +9.954241e-002 -2.292719e-006 +6.070981e-006 -1.852782e-005 +1.009160e-005 +9.046043e-005 +2.145478e-005 +1.722272e-005 +9.844477e-002 +6.793980e-013 +4.436742e-003 
+5.351111e+001    109.071383  +9.627006e-004 +8.397458e-004 +1.491958e-003 +9.798169e-004 +1.519774e-003 +4.812933e-004 +3.863559e-004 +1.653915e+000 +1.141418e-011 +9.952905e-002 -1.987092e-006 +6.069596e-006 -1.802264e-005 +1.005012e-005 +9.127735e-005 +2.144811e-005 +1.721737e-005 +9.933379e-002 +6.855334e-013 +4.435362e-003 
+5.356148e+001    109.071383  +9.909825e-004 +8.480260e-004 +1.446505e-003 +9.687762e-004 +1.520067e-003 +4.812287e-004 +3.863040e-004 +1.654234e+000 +1.141638e-011 +9.951569e-002 -1.681465e-006 +6.068210e-006 -1.751746e-005 +1.000864e-005 +9.209427e-005 +2.144144e-005 +1.721202e-005 +1.002228e-001 +6.916688e-013 +4.433983e-003 
+5.361185e+001    109.071383  +1.019264e-003 +8.563063e-004 +1.401051e-003 +9.577354e-004 +1.520361e-003 +4.811640e-004 +3.862522e-004 +1.654553e+000 +1.141858e-011 +9.950232e-002 -1.375838e-006 +6.066825e-006 -1.701228e-005 +9.967166e-006 +9.291118e-005 +2.143477e-005 +1.720666e-005 +1.011118e-001 +6.978042e-013 +4.432604e-003 
+5.366333e+001    109.153759  +1.050752e-003 +8.679226e-004 +1.356177e-003 +9.416990e-004 +1.521889e-003 +4.800820e-004 +3.853230e-004 +1.655687e+000 +1.142641e-011 +9.934985e-002 -1.063962e-006 +6.055435e-006 -1.650183e-005 +9.862822e-006 +9.373629e-005 +2.022860e-005 +1.623586e-005 +1.019772e-001 +7.037761e-013 +4.186177e-003 
+5.371441e+001    109.300289  +1.084025e-003 +8.819257e-004 +1.312894e-003 +9.220541e-004 +1.524372e-003 +4.782102e-004 +3.837134e-004 +1.657446e+000 +1.143855e-011 +9.908879e-002 -7.548923e-007 +6.036299e-006 -1.599997e-005 +9.710623e-006 +9.454725e-005 +1.808963e-005 +1.451503e-005 +1.028010e-001 +7.094619e-013 +3.748309e-003 
+5.376549e+001    109.448322  +1.119946e-003 +8.968067e-004 +1.271784e-003 +9.033103e-004 +1.526537e-003 +4.765048e-004 +3.822370e-004 +1.658850e+000 +1.144824e-011 +9.886260e-002 -4.471971e-007 +6.019979e-006 -1.550968e-005 +9.565184e-006 +9.522568e-005 +1.594832e-005 +1.279323e-005 +1.034794e-001 +7.141433e-013 +3.308869e-003 
+5.381657e+001    109.596730  +1.156876e-003 +9.120125e-004 +1.231555e-003 +8.849263e-004 +1.528578e-003 +4.748589e-004 +3.808089e-004 +1.660115e+000 +1.145697e-011 +9.864811e-002 -1.399786e-007 +6.004653e-006 -1.502383e-005 +9.422551e-006 +9.585096e-005 +1.380719e-005 +1.107255e-005 +1.040991e-001 +7.184206e-013 +2.868332e-003 
+5.386765e+001    109.745514  +1.195633e-003 +9.278043e-004 +1.192945e-003 +8.672017e-004 +1.530392e-003 +4.733195e-004 +3.794668e-004 +1.661132e+000 +1.146399e-011 +9.845518e-002 +1.663931e-007 +5.991103e-006 -1.454603e-005 +9.285099e-006 +9.637874e-005 +1.166682e-005 +9.353450e-006 +1.046123e-001 +7.219621e-013 +2.426814e-003 
+5.391873e+001    109.894392  +1.236122e-003 +9.441270e-004 +1.155997e-003 +8.501551e-004 +1.531982e-003 +4.718814e-004 +3.782065e-004 +1.661905e+000 +1.146933e-011 +9.828261e-002 +4.720754e-007 +5.979576e-006 -1.407585e-005 +9.153154e-006 +9.680894e-005 +9.530599e-006 +7.638645e-006 +1.050190e-001 +7.247690e-013 +1.985016e-003 
+5.396981e+001    110.043364  +1.277548e-003 +9.607352e-004 +1.119959e-003 +8.334809e-004 +1.533450e-003 +4.704985e-004 +3.769910e-004 +1.662545e+000 +1.147374e-011 +9.812087e-002 +7.773966e-007 +5.969142e-006 -1.360979e-005 +9.024204e-006 +9.718596e-005 +7.397075e-006 +5.926971e-006 +1.053676e-001 +7.271748e-013 +1.542635e-003 
+5.402089e+001    110.192336  +1.321227e-003 +9.780071e-004 +1.086260e-003 +8.177685e-004 +1.534609e-003 +4.692553e-004 +3.758882e-004 +1.662850e+000 +1.147585e-011 +9.798751e-002 +1.081999e-006 +5.961282e-006 -1.315349e-005 +8.902636e-006 +9.743019e-005 +5.275675e-006 +4.225981e-006 +1.055720e-001 +7.285855e-013 +1.101640e-003 
+5.407197e+001    110.341214  +1.365917e-003 +9.955717e-004 +1.053695e-003 +8.025288e-004 +1.535619e-003 +4.680826e-004 +3.748425e-004 +1.662995e+000 +1.147684e-011 +9.786812e-002 +1.386361e-006 +5.954494e-006 -1.270146e-005 +8.784443e-006 +9.761276e-005 +3.161135e-006 +2.531450e-006 +1.057095e-001 +7.295343e-013 +6.609396e-004 
+5.412305e+001    110.489905  +1.411904e-003 +1.013512e-003 +1.022588e-003 +7.878966e-004 +1.536436e-003 +4.670007e-004 +3.738702e-004 +1.662933e+000 +1.147642e-011 +9.776696e-002 +1.690412e-006 +5.949083e-006 -1.225493e-005 +8.670590e-006 +9.771602e-005 +1.055413e-006 +8.449400e-007 +1.057611e-001 +7.298906e-013 +2.209516e-004 
+5.417413e+001    110.638219  +1.459709e-003 +1.031979e-003 +9.936786e-004 +7.741954e-004 +1.536960e-003 +4.660696e-004 +3.730193e-004 +1.662559e+000 +1.147384e-011 +9.769643e-002 +1.994184e-006 +5.945704e-006 -1.181583e-005 +8.562960e-006 +9.770550e-005 -1.032761e-006 +8.265716e-007 +1.056899e-001 +7.293987e-013 +2.164850e-004 
+5.422521e+001    110.786158  +1.508342e-003 +1.050668e-003 +9.658089e-004 +7.609461e-004 +1.537347e-003 +4.652120e-004 +3.722280e-004 +1.662038e+000 +1.147024e-011 +9.764063e-002 +2.297867e-006 +5.943310e-006 -1.138003e-005 +8.458235e-006 +9.764277e-005 -3.108260e-006 +2.486998e-006 +1.055624e-001 +7.285188e-013 +6.523745e-004 
+5.427629e+001    110.933439  +1.558746e-003 +1.069797e-003 +9.402444e-004 +7.487243e-004 +1.537424e-003 +4.645226e-004 +3.715722e-004 +1.661189e+000 +1.146439e-011 +9.761905e-002 +2.601446e-006 +5.943149e-006 -1.095113e-005 +8.359882e-006 +9.746759e-005 -5.146376e-006 +4.116592e-006 +1.053139e-001 +7.268040e-013 +1.081507e-003 
+5.432641e+001    110.997875  +1.609302e-003 +1.084005e-003 +9.169658e-004 +7.396808e-004 +1.537400e-003 +4.638968e-004 +3.710261e-004 +1.660756e+000 +1.146139e-011 +9.754136e-002 +2.899327e-006 +5.943612e-006 -1.053330e-005 +8.304694e-006 +9.722895e-005 -6.035224e-006 +4.826990e-006 +1.050303e-001 +7.248467e-013 +1.268998e-003 
+5.437704e+001    110.997875  +1.661280e-003 +1.094652e-003 +8.949118e-004 +7.329403e-004 +1.537294e-003 +4.633058e-004 +3.705534e-004 +1.660642e+000 +1.146060e-011 +9.741709e-002 +3.200327e-006 +5.944584e-006 -1.011354e-005 +8.282525e-006 +9.693356e-005 -6.030068e-006 +4.822867e-006 +1.047112e-001 +7.226446e-013 +1.267913e-003 
+5.442765e+001    110.997875  +1.704945e-003 +1.102203e-003 +8.777630e-004 +7.454175e-004 +1.537399e-003 +4.628819e-004 +3.702143e-004 +1.660755e+000 +1.146139e-011 +9.732795e-002 +3.483239e-006 +5.571885e-006 -9.742003e-006 +7.289308e-006 +9.664046e-005 -6.025784e-006 +4.819441e-006 +1.043946e-001 +7.204595e-013 +1.267013e-003 
+5.447813e+001    110.997875  +1.705388e-003 +1.093650e-003 +8.861214e-004 +8.578267e-004 +1.538604e-003 +4.633267e-004 +3.705701e-004 +1.662056e+000 +1.147037e-011 +9.742149e-002 +3.672089e-006 +3.256093e-006 -9.621246e-006 +1.246649e-006 +9.635922e-005 -6.026037e-006 +4.819643e-006 +1.040908e-001 +7.183628e-013 +1.267066e-003 
+5.452876e+001    110.997875  +1.694208e-003 +1.084641e-003 +9.016896e-004 +9.468574e-004 +1.540336e-003 +4.640500e-004 +3.711486e-004 +1.663927e+000 +1.148328e-011 +9.757356e-002 +3.835208e-006 +1.463310e-006 -9.567862e-006 -3.436159e-006 +9.607208e-005 -6.027375e-006 +4.820713e-006 +1.037806e-001 +7.162222e-013 +1.267347e-003 
+5.457992e+001    110.997875  +1.643178e-003 +1.074063e-003 +9.419765e-004 +9.557334e-004 +1.543877e-003 +4.657278e-004 +3.724905e-004 +1.667753e+000 +1.150968e-011 +9.792634e-002 +3.910103e-006 +1.463698e-006 -9.745466e-006 -3.456617e-006 +9.576471e-005 -6.032432e-006 +4.824758e-006 +1.034486e-001 +7.139307e-013 +1.268411e-003 
+5.463109e+001    110.997875  +1.592148e-003 +1.063486e-003 +9.822635e-004 +9.646094e-004 +1.547419e-003 +4.674055e-004 +3.738324e-004 +1.671579e+000 +1.153608e-011 +9.827911e-002 +3.984998e-006 +1.464086e-006 -9.923071e-006 -3.477075e-006 +9.545733e-005 -6.037489e-006 +4.828802e-006 +1.031165e-001 +7.116393e-013 +1.269474e-003 
+5.468225e+001    110.997875  +1.541118e-003 +1.052908e-003 +1.022550e-003 +9.734854e-004 +1.550960e-003 +4.690833e-004 +3.751743e-004 +1.675404e+000 +1.156249e-011 +9.863189e-002 +4.059893e-006 +1.464475e-006 -1.010068e-005 -3.497533e-006 +9.514995e-005 -6.042545e-006 +4.832846e-006 +1.027845e-001 +7.093477e-013 +1.270537e-003 
+5.473295e+001    111.048597  +1.491496e-003 +1.039277e-003 +1.063777e-003 +9.842973e-004 +1.555161e-003 +4.686593e-004 +3.747990e-004 +1.679618e+000 +1.159157e-011 +9.858553e-002 +4.134344e-006 +1.470040e-006 -1.027851e-005 -3.538189e-006 +9.484024e-005 -6.751276e-006 +5.399170e-006 +1.024302e-001 +7.069024e-013 +1.420175e-003 
+5.478441e+001    111.196254  +1.442917e-003 +1.019472e-003 +1.108098e-003 +9.990915e-004 +1.560735e-003 +4.642771e-004 +3.711901e-004 +1.684694e+000 +1.162660e-011 +9.778703e-002 +4.210361e-006 +1.485501e-006 -1.046249e-005 -3.618063e-006 +9.451613e-005 -8.803549e-006 +7.038447e-006 +1.020229e-001 +7.040918e-013 +1.854222e-003 
+5.483587e+001    111.345038  +1.395993e-003 +1.000384e-003 +1.154094e-003 +1.014336e-003 +1.565958e-003 +4.601348e-004 +3.677741e-004 +1.689377e+000 +1.165892e-011 +9.703783e-002 +4.287353e-006 +1.502015e-006 -1.065127e-005 -3.697534e-006 +9.409454e-005 -1.084141e-005 +8.665262e-006 +1.015105e-001 +7.005554e-013 +2.286344e-003 
+5.488733e+001    111.494574  +1.349936e-003 +9.816673e-004 +1.200952e-003 +1.029814e-003 +1.570998e-003 +4.561153e-004 +3.644577e-004 +1.693855e+000 +1.168982e-011 +9.631281e-002 +4.364865e-006 +1.519097e-006 -1.084255e-005 -3.776863e-006 +9.362218e-005 -1.287145e-005 +1.028489e-005 +1.009437e-001 +6.966442e-013 +2.717920e-003 
+5.493879e+001    111.644485  +1.305994e-003 +9.638240e-004 +1.249795e-003 +1.045837e-003 +1.575590e-003 +4.523761e-004 +3.613667e-004 +1.697843e+000 +1.171734e-011 +9.564523e-002 +4.443723e-006 +1.537681e-006 -1.103984e-005 -3.856347e-006 +9.302773e-005 -1.488039e-005 +1.188675e-005 +1.002460e-001 +6.918286e-013 +3.146140e-003 
+5.499025e+001    111.794490  +1.263171e-003 +9.464339e-004 +1.299616e-003 +1.062130e-003 +1.579947e-003 +4.487823e-004 +3.583936e-004 +1.701575e+000 +1.174310e-011 +9.500648e-002 +4.523346e-006 +1.557160e-006 -1.124024e-005 -3.935757e-006 +9.237079e-005 -1.687582e-005 +1.347689e-005 +9.948171e-002 +6.865542e-013 +3.572584e-003 
+5.504170e+001    111.944589  +1.221617e-003 +9.295573e-004 +1.350545e-003 +1.078726e-003 +1.584038e-003 +4.453534e-004 +3.555538e-004 +1.705016e+000 +1.176684e-011 +9.440081e-002 +4.603838e-006 +1.577654e-006 -1.144418e-005 -4.015083e-006 +9.164304e-005 -1.885593e-005 +1.505388e-005 +9.864211e-002 +6.807599e-013 +3.996860e-003 
+5.509316e+001    112.094688  +1.182141e-003 +9.135071e-004 +1.403169e-003 +1.095796e-003 +1.587694e-003 +4.421950e-004 +3.529314e-004 +1.707986e+000 +1.178734e-011 +9.385071e-002 +4.685856e-006 +1.600082e-006 -1.165369e-005 -4.094262e-006 +9.080437e-005 -2.080629e-005 +1.660623e-005 +9.768418e-002 +6.741489e-013 +4.415891e-003 
+5.514462e+001    112.244788  +1.143612e-003 +8.978302e-004 +1.456534e-003 +1.113079e-003 +1.591153e-003 +4.391618e-004 +3.504105e-004 +1.710742e+000 +1.180636e-011 +9.332548e-002 +4.768605e-006 +1.623608e-006 -1.186570e-005 -4.173426e-006 +8.991690e-005 -2.274179e-005 +1.814584e-005 +9.667492e-002 +6.671837e-013 +4.832816e-003 
+5.519608e+001    112.394605  +1.107086e-003 +8.829401e-004 +1.511426e-003 +1.130803e-003 +1.594195e-003 +4.363974e-004 +3.481055e-004 +1.713050e+000 +1.182229e-011 +9.285555e-002 +4.852953e-006 +1.649778e-006 -1.208288e-005 -4.252628e-006 +8.892849e-005 -2.464390e-005 +1.965795e-005 +9.555849e-002 +6.594789e-013 +5.243668e-003 
+5.524754e+001    112.544141  +1.072156e-003 +8.686710e-004 +1.567458e-003 +1.148877e-003 +1.596905e-003 +4.338577e-004 +3.459813e-004 +1.715000e+000 +1.183575e-011 +9.243179e-002 +4.938706e-006 +1.678486e-006 -1.230401e-005 -4.332223e-006 +8.786500e-005 -2.651688e-005 +2.114597e-005 +9.436284e-002 +6.512273e-013 +5.649323e-003 
+5.529900e+001    112.693488  +1.038318e-003 +8.548268e-004 +1.624271e-003 +1.167190e-003 +1.599387e-003 +4.314719e-004 +3.439809e-004 +1.716707e+000 +1.184753e-011 +9.203934e-002 +5.025421e-006 +1.708930e-006 -1.252784e-005 -4.412088e-006 +8.675015e-005 -2.836992e-005 +2.261726e-005 +9.311351e-002 +6.426053e-013 +6.051725e-003 
+5.535045e+001    112.841897  +1.007231e-003 +8.420912e-004 +1.682924e-003 +1.186001e-003 +1.601304e-003 +4.295105e-004 +3.423207e-004 +1.717812e+000 +1.185515e-011 +9.173551e-002 +5.114785e-006 +1.743647e-006 -1.275814e-005 -4.491825e-006 +8.551624e-005 -3.015197e-005 +2.403118e-005 +9.173823e-002 +6.331141e-013 +6.439904e-003 
+5.540056e+001    112.939302  +9.781049e-004 +8.315675e-004 +1.740629e-003 +1.201378e-003 +1.603017e-003 +4.283675e-004 +3.413465e-004 +1.719024e+000 +1.186352e-011 +9.156636e-002 +5.202588e-006 +1.770885e-006 -1.298379e-005 -4.546510e-006 +8.427708e-005 -3.131880e-005 +2.495653e-005 +9.037607e-002 +6.237134e-013 +6.694600e-003 
+5.545119e+001    112.939302  +9.508767e-004 +8.247799e-004 +1.800067e-003 +1.210745e-003 +1.604463e-003 +4.287863e-004 +3.416803e-004 +1.720575e+000 +1.187422e-011 +9.165589e-002 +5.292806e-006 +1.784415e-006 -1.321436e-005 -4.553828e-006 +8.295372e-005 -3.131528e-005 +2.495372e-005 +8.895695e-002 +6.139196e-013 +6.693847e-003 
+5.550183e+001    112.939302  +9.236487e-004 +8.179923e-004 +1.859505e-003 +1.220113e-003 +1.605909e-003 +4.292051e-004 +3.420140e-004 +1.722126e+000 +1.188493e-011 +9.174541e-002 +5.383024e-006 +1.797945e-006 -1.344493e-005 -4.561145e-006 +8.163037e-005 -3.131176e-005 +2.495091e-005 +8.753783e-002 +6.041258e-013 +6.693094e-003 
+5.555231e+001    112.939302  +9.256014e-004 +8.664544e-004 +1.866820e-003 +1.152204e-003 +1.608395e-003 +4.304348e-004 +3.429939e-004 +1.724792e+000 +1.190333e-011 +9.200827e-002 +5.629771e-006 +5.040316e-006 -1.329493e-005 +3.190632e-006 +8.033108e-005 -3.131218e-005 +2.495125e-005 +8.614451e-002 +5.945101e-013 +6.693184e-003 
+5.560279e+001    112.939302  +9.295666e-004 +9.187269e-004 +1.870539e-003 +1.078966e-003 +1.610954e-003 +4.317205e-004 +3.440184e-004 +1.727536e+000 +1.192226e-011 +9.228309e-002 +5.887313e-006 +8.505366e-006 -1.311868e-005 +1.147752e-005 +7.903345e-005 -3.131287e-005 +2.495180e-005 +8.475296e-002 +5.849066e-013 +6.693332e-003 
+5.565389e+001    112.939302  +9.661863e-004 +9.259843e-004 +1.818490e-003 +1.069759e-003 +1.615557e-003 +4.340558e-004 +3.458793e-004 +1.732472e+000 +1.195633e-011 +9.278229e-002 +6.324526e-006 +8.532276e-006 -1.253222e-005 +1.147701e-005 +7.770082e-005 -3.131941e-005 +2.495701e-005 +8.332390e-002 +5.750441e-013 +6.694730e-003 
+5.570500e+001    112.939302  +1.002806e-003 +9.332416e-004 +1.766441e-003 +1.060553e-003 +1.620159e-003 +4.363912e-004 +3.477403e-004 +1.737408e+000 +1.199039e-011 +9.328148e-002 +6.761738e-006 +8.559187e-006 -1.194576e-005 +1.147651e-005 +7.636818e-005 -3.132596e-005 +2.496223e-005 +8.189482e-002 +5.651817e-013 +6.696129e-003 
+5.575611e+001    112.939302  +1.039426e-003 +9.404990e-004 +1.714392e-003 +1.051346e-003 +1.624762e-003 +4.387266e-004 +3.496012e-004 +1.742344e+000 +1.202446e-011 +9.378069e-002 +7.198951e-006 +8.586097e-006 -1.135930e-005 +1.147600e-005 +7.503555e-005 -3.133250e-005 +2.496744e-005 +8.046575e-002 +5.553192e-013 +6.697527e-003 
+5.580716e+001    112.948601  +1.076255e-003 +9.481056e-004 +1.662544e-003 +1.041505e-003 +1.629470e-003 +4.405602e-004 +3.510562e-004 +1.747332e+000 +1.205888e-011 +9.418000e-002 +7.636053e-006 +8.616020e-006 -1.077367e-005 +1.147145e-005 +7.370350e-005 -3.144229e-005 +2.505449e-005 +7.903456e-002 +5.454421e-013 +6.721522e-003 
+5.585737e+001    113.092876  +1.116119e-003 +9.607773e-004 +1.613602e-003 +1.022471e-003 +1.635703e-003 +4.351187e-004 +3.466251e-004 +1.753074e+000 +1.209851e-011 +9.312948e-002 +8.071556e-006 +8.689607e-006 -1.020008e-005 +1.140818e-005 +7.237984e-005 -3.304927e-005 +2.632777e-005 +7.757348e-002 +5.353587e-013 +7.073613e-003 
+5.590759e+001    113.237715  +1.156891e-003 +9.737089e-004 +1.565419e-003 +1.003774e-003 +1.641675e-003 +4.299021e-004 +3.423751e-004 +1.758527e+000 +1.213614e-011 +9.212486e-002 +8.509573e-006 +8.765845e-006 -9.628465e-006 +1.134740e-005 +7.101498e-005 -3.464682e-005 +2.759282e-005 +7.606968e-002 +5.249805e-013 +7.424558e-003 
+5.595780e+001    113.383682  +1.199102e-003 +9.870518e-004 +1.518436e-003 +9.856090e-004 +1.647233e-003 +4.250416e-004 +3.384104e-004 +1.763524e+000 +1.217063e-011 +9.119471e-002 +8.951570e-006 +8.846277e-006 -9.059949e-006 +1.129055e-005 +6.958488e-005 -3.622945e-005 +2.884523e-005 +7.449741e-002 +5.141298e-013 +7.773201e-003 
+5.600801e+001    113.529836  +1.242870e-003 +1.000851e-003 +1.472836e-003 +9.680219e-004 +1.652312e-003 +4.205775e-004 +3.347632e-004 +1.768002e+000 +1.220153e-011 +9.034738e-002 +9.398568e-006 +8.931270e-006 -8.494659e-006 +1.123779e-005 +6.808024e-005 -3.779017e-005 +3.007949e-005 +7.284704e-002 +5.027401e-013 +8.117987e-003 
+5.605823e+001    113.676272  +1.287341e-003 +1.014857e-003 +1.427865e-003 +9.506966e-004 +1.657171e-003 +4.162939e-004 +3.312615e-004 +1.772241e+000 +1.223079e-011 +8.953662e-002 +9.847856e-006 +9.018336e-006 -7.930819e-006 +1.118686e-005 +6.654179e-005 -3.934071e-005 +3.130495e-005 +7.116228e-002 +4.911131e-013 +8.461412e-003 
+5.610844e+001    113.822802  +1.333819e-003 +1.029454e-003 +1.384789e-003 +9.341371e-004 +1.661371e-003 +4.125590e-004 +3.281981e-004 +1.775770e+000 +1.225514e-011 +8.884190e-002 +1.030449e-005 +9.111641e-006 -7.370945e-006 +1.114071e-005 +6.490364e-005 -4.085448e-005 +3.250047e-005 +6.937278e-002 +4.787632e-013 +8.797746e-003 
+5.615866e+001    113.969425  +1.381001e-003 +1.044263e-003 +1.342414e-003 +9.178543e-004 +1.665325e-003 +4.090326e-004 +3.253022e-004 +1.779033e+000 +1.227766e-011 +8.819017e-002 +1.076401e-005 +9.207250e-006 -6.812381e-006 +1.109617e-005 +6.322982e-005 -4.235217e-005 +3.368253e-005 +6.754714e-002 +4.661639e-013 +9.131411e-003 
+5.620887e+001    114.115955  +1.429462e-003 +1.059455e-003 +1.301315e-003 +9.020748e-004 +1.668833e-003 +4.058853e-004 +3.227094e-004 +1.781818e+000 +1.229688e-011 +8.761838e-002 +1.122877e-005 +9.307046e-006 -6.256201e-006 +1.105459e-005 +6.149115e-005 -4.382063e-005 +3.484069e-005 +6.565428e-002 +4.531006e-013 +9.459549e-003 
+5.625909e+001    114.262391  +1.479219e-003 +1.075048e-003 +1.261584e-003 +8.868218e-004 +1.671862e-003 +4.031600e-004 +3.204534e-004 +1.784091e+000 +1.231257e-011 +8.713603e-002 +1.169940e-005 +9.410948e-006 -5.702271e-006 +1.101593e-005 +5.968648e-005 -4.525195e-005 +3.596871e-005 +6.369310e-002 +4.395659e-013 +9.780423e-003 
+5.630930e+001    114.408827  +1.529595e-003 +1.090833e-003 +1.222504e-003 +8.718196e-004 +1.674663e-003 +4.006356e-004 +3.183585e-004 +1.786118e+000 +1.232656e-011 +8.669572e-002 +1.217282e-005 +9.516806e-006 -5.149412e-006 +1.097866e-005 +5.785039e-005 -4.666560e-005 +3.708204e-005 +6.170055e-002 +4.258147e-013 +1.009822e-002 
+5.635952e+001    114.554699  +1.581840e-003 +1.107224e-003 +1.185495e-003 +8.576036e-004 +1.676736e-003 +3.987822e-004 +3.167979e-004 +1.787372e+000 +1.233521e-011 +8.639899e-002 +1.265541e-005 +9.628397e-006 -4.599514e-006 +1.094562e-005 +5.592050e-005 -4.801709e-005 +3.814543e-005 +5.961031e-002 +4.113893e-013 +1.040324e-002 
+5.640973e+001    114.700196  +1.634677e-003 +1.123787e-003 +1.149178e-003 +8.436660e-004 +1.678567e-003 +3.971648e-004 +3.154259e-004 +1.788370e+000 +1.234210e-011 +8.615232e-002 +1.314109e-005 +9.741569e-006 -4.050462e-006 +1.091381e-005 +5.396174e-005 -4.934305e-005 +3.918795e-005 +5.749163e-002 +3.967677e-013 +1.070341e-002 
+5.645995e+001    114.845223  +1.688759e-003 +1.140710e-003 +1.114314e-003 +8.303131e-004 +1.679892e-003 +3.960433e-004 +3.144487e-004 +1.788833e+000 +1.234529e-011 +8.601204e-002 +1.363329e-005 +9.858064e-006 -3.503190e-006 +1.088457e-005 +5.194237e-005 -5.061537e-005 +4.018737e-005 +5.531083e-002 +3.817172e-013 +1.099256e-002 
+5.651043e+001    114.896696  +1.744193e-003 +1.152129e-003 +1.080777e-003 +8.211195e-004 +1.680818e-003 +3.958694e-004 +3.142799e-004 +1.789482e+000 +1.234977e-011 +8.601081e-002 +1.413300e-005 +9.926755e-006 -2.953896e-006 +1.087168e-005 +4.986616e-005 -5.106522e-005 +4.054058e-005 +5.308999e-002 +3.663905e-013 +1.109497e-002 
+5.656107e+001    114.896696  +1.800369e-003 +1.160521e-003 +1.047969e-003 +8.142135e-004 +1.681524e-003 +3.962166e-004 +3.145556e-004 +1.790234e+000 +1.235496e-011 +8.608625e-002 +1.463683e-005 +9.969153e-006 -2.403490e-006 +1.086780e-005 +4.775869e-005 -5.106269e-005 +4.053858e-005 +5.084627e-002 +3.509059e-013 +1.109443e-002 
+5.661166e+001    114.896696  +1.842636e-003 +1.155276e-003 +1.023528e-003 +8.076294e-004 +1.682480e-003 +3.967615e-004 +3.149882e-004 +1.791252e+000 +1.236199e-011 +8.620463e-002 +1.502566e-005 +7.638180e-006 -1.866331e-006 +1.062946e-005 +4.565861e-005 -5.106106e-005 +4.053728e-005 +4.861042e-002 +3.354756e-013 +1.109407e-002 
+5.666214e+001    114.896696  +1.844913e-003 +1.110826e-003 +1.023144e-003 +8.019705e-004 +1.684155e-003 +3.978746e-004 +3.158719e-004 +1.793035e+000 +1.237429e-011 +8.644649e-002 +1.508383e-005 -1.516237e-006 -1.367256e-006 +9.717062e-006 +4.357980e-005 -5.106202e-005 +4.053804e-005 +4.639721e-002 +3.202016e-013 +1.109428e-002 
+5.671306e+001    114.896696  +1.829546e-003 +1.077987e-003 +1.033750e-003 +8.006204e-004 +1.686429e-003 +3.993060e-004 +3.170083e-004 +1.795456e+000 +1.239100e-011 +8.675749e-002 +1.499548e-005 -7.703863e-006 -8.770536e-007 +9.097404e-006 +4.147657e-005 -5.106434e-005 +4.053988e-005 +4.415801e-002 +3.047482e-013 +1.109478e-002 
+5.676327e+001    114.896696  +1.778818e-003 +1.069807e-003 +1.066349e-003 +8.080699e-004 +1.689850e-003 +4.013379e-004 +3.186214e-004 +1.799099e+000 +1.241614e-011 +8.719896e-002 +1.461221e-005 -7.662606e-006 -4.206953e-007 +9.092659e-006 +3.939158e-005 -5.106937e-005 +4.054388e-005 +4.193823e-002 +2.894288e-013 +1.109588e-002 
+5.681348e+001    114.896696  +1.728090e-003 +1.061626e-003 +1.098947e-003 +8.155195e-004 +1.693271e-003 +4.033698e-004 +3.202346e-004 +1.802741e+000 +1.244127e-011 +8.764043e-002 +1.422894e-005 -7.621348e-006 +3.566298e-008 +9.087915e-006 +3.730659e-005 -5.107441e-005 +4.054788e-005 +3.971845e-002 +2.741094e-013 +1.109697e-002 
+5.686369e+001    114.896696  +1.677362e-003 +1.053446e-003 +1.131546e-003 +8.229691e-004 +1.696692e-003 +4.054017e-004 +3.218477e-004 +1.806383e+000 +1.246641e-011 +8.808191e-002 +1.384567e-005 -7.580090e-006 +4.920213e-007 +9.083170e-006 +3.522160e-005 -5.107945e-005 +4.055188e-005 +3.749866e-002 +2.587900e-013 +1.109807e-002 
+5.691519e+001    114.938871  +1.625968e-003 +1.042302e-003 +1.165869e-003 +8.323091e-004 +1.700652e-003 +4.055843e-004 +3.219668e-004 +1.810320e+000 +1.249358e-011 +8.815229e-002 +1.345533e-005 -7.512391e-006 +9.599596e-007 +9.078567e-006 +3.307784e-005 -5.138405e-005 +4.079043e-005 +3.521088e-002 +2.430013e-013 +1.116814e-002 
+5.696576e+001    115.084367  +1.577078e-003 +1.024581e-003 +1.201755e-003 +8.456630e-004 +1.705651e-003 +4.010808e-004 +3.183039e-004 +1.814677e+000 +1.252365e-011 +8.727811e-002 +1.307894e-005 -7.383417e-006 +1.419020e-006 +9.074697e-006 +3.096030e-005 -5.242052e-005 +4.160174e-005 +3.293930e-002 +2.273244e-013 +1.140709e-002 
