MEBT_Mag:QV11  -16.6361
MEBT_Mag:QH12  +27.8795
MEBT_Mag:QV13  -28.1543
MEBT_Mag:QH14  +16.9600
CCL_Mag:QH00   +44.4864
CCL_Mag:QV101  -23.3086
CCL_Mag:QH102  +26.0893
CCL_Mag:QV103  -22.4527
CCL_Mag:QV411  -11.6900
SCL_Mag:QH00   +19.3096
SCL_Mag:QV00   -17.4438
SCL_Mag:QH01   +4.34684
SCL_Mag:QV01   -4.78929
SCL_Mag:QH02   +4.79142
SCL_Mag:QV02   -4.72842
SCL_Mag:QH10   +4.55383
SCL_Mag:QV10   -4.35637
SCL_Mag:QH11   +5.25020
SCL_Mag:QV11   -5.43931
