16 0.176539 0
32 0.0882693 0
48 0.0588462 0
64 0.0441347 0
80 0.0353077 0
96 0.0294231 0
112 0.0252198 0
128 0 0
144 -0.0252198 0
160 -0.0294231 0
176 -0.0353077 0
192 -0.0441347 0
208 -0.0588462 0
224 -0.0882693 0
240 -0.176539 0
1 0 0.320106
17 0.135366 0.0746547
33 0.0820318 0.0226203
49 0.0569225 0.0104643
65 0.0433113 0.00597156
81 0.0348833 0.00384764
97 0.0291766 0.00268182
113 0.0250642 0.00197471
129 0 0
145 -0.0250642 0.00197471
161 -0.0291766 0.00268182
177 -0.0348833 0.00384764
193 -0.0433113 0.00597156
209 -0.0569225 0.0104643
225 -0.0820318 0.0226203
241 -0.135366 0.0746547
2 0 0.160053
18 0.0796434 0.0878468
34 0.0676832 0.0373274
50 0.0518387 0.0190594
66 0.0410159 0.0113101
82 0.0336692 0.00742744
98 0.0284613 0.00523214
114 0.0246088 0.00387765
130 0 0
146 -0.0246088 0.00387765
162 -0.0284613 0.00523214
178 -0.0336692 0.00742744
194 -0.0410159 0.0113101
210 -0.0518387 0.0190594
226 -0.0676832 0.0373274
242 -0.0796434 0.0878468
3 0 0.106702
19 0.0472359 0.078152
35 0.0524057 0.0433527
51 0.0451222 0.0248849
67 0.0376869 0.0155883
83 0.0318232 0.0105303
99 0.0273439 0.0075401
115 0.0238854 0.00564551
131 0 0
147 -0.0238854 0.00564551
163 -0.0273439 0.0075401
179 -0.0318232 0.0105303
195 -0.0376869 0.0155883
211 -0.0451222 0.0248849
227 -0.0524057 0.0433527
243 -0.0472359 0.078152
4 0 0.0800264
20 0.0300929 0.0663851
36 0.0398217 0.0439234
52 0.038194 0.0280854
68 0.0338416 0.0186637
84 0.0295547 0.0130395
100 0.0259193 0.0095297
116 0.0229414 0.00722982
132 0 0
148 -0.0229414 0.00722982
164 -0.0259193 0.0095297
180 -0.0295547 0.0130395
196 -0.0338416 0.0186637
212 -0.038194 0.0280854
228 -0.0398217 0.0439234
244 -0.0300929 0.0663851
5 0 0.0640211
21 0.0205186 0.0565801
37 0.0304276 0.0419522
53 0.0318972 0.0293189
69 0.0299169 0.020624
85 0.0270733 0.0149309
101 0.0242922 0.0111643
117 0.0218319 0.00860023
133 0 0
149 -0.0218319 0.00860023
165 -0.0242922 0.0111643
181 -0.0270733 0.0149309
197 -0.0299169 0.020624
213 -0.0318972 0.0293189
229 -0.0304276 0.0419522
245 -0.0205186 0.0565801
6 0 0.053351
22 0.0147737 0.0488863
38 0.023618 0.039076
54 0.0265478 0.0292823
70 0.0262029 0.0216764
86 0.0245537 0.0162497
102 0.0225611 0.0124425
118 0.0206135 0.00974432
134 0 0
150 -0.0206135 0.00974432
166 -0.0225611 0.0124425
182 -0.0245537 0.0162497
198 -0.0262029 0.0216764
214 -0.0265478 0.0292823
230 -0.023618 0.039076
246 -0.0147737 0.0488863
7 0 0.0457294
23 0.0111006 0.042854
39 0.0186779 0.036053
55 0.0221564 0.0285116
71 0.0228503 0.0220534
87 0.0221207 0.0170794
103 0.0208086 0.0133886
119 0.0193381 0.010665
135 0 0
151 -0.0193381 0.010665
167 -0.0208086 0.0133886
183 -0.0221207 0.0170794
199 -0.0228503 0.0220534
215 -0.0221564 0.0285116
231 -0.0186779 0.036053
247 -0.0111006 0.042854
8 0 0
24 0 0
40 0 0
56 0 0
72 0 0
88 0 0
104 0 0
120 0 0
136 0 0
152 0 0
168 0 0
184 0 0
200 0 0
216 0 0
232 0 0
248 0 0
9 0 -0.0457294
25 0.0111006 -0.042854
41 0.0186779 -0.036053
57 0.0221564 -0.0285116
73 0.0228503 -0.0220534
89 0.0221207 -0.0170794
105 0.0208086 -0.0133886
121 0.0193381 -0.010665
137 0 0
153 -0.0193381 -0.010665
169 -0.0208086 -0.0133886
185 -0.0221207 -0.0170794
201 -0.0228503 -0.0220534
217 -0.0221564 -0.0285116
233 -0.0186779 -0.036053
249 -0.0111006 -0.042854
10 0 -0.053351
26 0.0147737 -0.0488863
42 0.023618 -0.039076
58 0.0265478 -0.0292823
74 0.0262029 -0.0216764
90 0.0245537 -0.0162497
106 0.0225611 -0.0124425
122 0.0206135 -0.00974432
138 0 0
154 -0.0206135 -0.00974432
170 -0.0225611 -0.0124425
186 -0.0245537 -0.0162497
202 -0.0262029 -0.0216764
218 -0.0265478 -0.0292823
234 -0.023618 -0.039076
250 -0.0147737 -0.0488863
11 0 -0.0640211
27 0.0205186 -0.0565801
43 0.0304276 -0.0419522
59 0.0318972 -0.0293189
75 0.0299169 -0.020624
91 0.0270733 -0.0149309
107 0.0242922 -0.0111643
123 0.0218319 -0.00860023
139 0 0
155 -0.0218319 -0.00860023
171 -0.0242922 -0.0111643
187 -0.0270733 -0.0149309
203 -0.0299169 -0.020624
219 -0.0318972 -0.0293189
235 -0.0304276 -0.0419522
251 -0.0205186 -0.0565801
12 0 -0.0800264
28 0.0300929 -0.0663851
44 0.0398217 -0.0439234
60 0.038194 -0.0280854
76 0.0338416 -0.0186637
92 0.0295547 -0.0130395
108 0.0259193 -0.0095297
124 0.0229414 -0.00722982
140 0 0
156 -0.0229414 -0.00722982
172 -0.0259193 -0.0095297
188 -0.0295547 -0.0130395
204 -0.0338416 -0.0186637
220 -0.038194 -0.0280854
236 -0.0398217 -0.0439234
252 -0.0300929 -0.0663851
13 0 -0.106702
29 0.0472359 -0.078152
45 0.0524057 -0.0433527
61 0.0451222 -0.0248849
77 0.0376869 -0.0155883
93 0.0318232 -0.0105303
109 0.0273439 -0.0075401
125 0.0238854 -0.00564551
141 0 0
157 -0.0238854 -0.00564551
173 -0.0273439 -0.0075401
189 -0.0318232 -0.0105303
205 -0.0376869 -0.0155883
221 -0.0451222 -0.0248849
237 -0.0524057 -0.0433527
253 -0.0472359 -0.078152
14 0 -0.160053
30 0.0796434 -0.0878468
46 0.0676832 -0.0373274
62 0.0518387 -0.0190594
78 0.0410159 -0.0113101
94 0.0336692 -0.00742744
110 0.0284613 -0.00523214
126 0.0246088 -0.00387765
142 0 0
158 -0.0246088 -0.00387765
174 -0.0284613 -0.00523214
190 -0.0336692 -0.00742744
206 -0.0410159 -0.0113101
222 -0.0518387 -0.0190594
238 -0.0676832 -0.0373274
254 -0.0796434 -0.0878468
15 0 -0.320106
31 0.135366 -0.0746547
47 0.0820318 -0.0226203
63 0.0569225 -0.0104643
79 0.0433113 -0.00597156
95 0.0348833 -0.00384764
111 0.0291766 -0.00268182
127 0.0250642 -0.00197471
143 0 0
159 -0.0250642 -0.00197471
175 -0.0291766 -0.00268182
191 -0.0348833 -0.00384764
207 -0.0433113 -0.00597156
223 -0.0569225 -0.0104643
239 -0.0820318 -0.0226203
255 -0.135366 -0.0746547
