89 22.1207 -17.0794
105 20.8086 -13.3886
121 19.3381 -10.665
137 17.8992 -8.63749
153 0 0
169 -17.8992 -8.63749
185 -19.3381 -10.665
201 -20.8086 -13.3886
217 -22.1207 -17.0794
233 -22.8503 -22.0534
249 -22.1564 -28.5116
265 -18.6779 -36.053
281 -11.1006 -42.854
10 0 -53.351
26 14.7737 -48.8863
42 23.618 -39.076
58 26.5478 -29.2823
74 26.2029 -21.6764
90 24.5537 -16.2497
106 22.5611 -12.4425
122 20.6135 -9.74432
138 18.8435 -7.79414
154 0 0
170 -18.8435 -7.79414
186 -20.6135 -9.74432
202 -22.5611 -12.4425
218 -24.5537 -16.2497
234 -26.2029 -21.6764
250 -26.5478 -29.2823
266 -23.618 -39.076
282 -14.7737 -48.8863
11 0 -64.0211
27 20.5186 -56.5801
43 30.4276 -41.9522
59 31.8972 -29.3189
75 29.9169 -20.624
91 27.0733 -14.9309
107 24.2922 -11.1643
123 21.8319 -8.60023
139 19.7239 -6.7986
155 0 0
171 -19.7239 -6.7986
187 -21.8319 -8.60023
203 -24.2922 -11.1643
219 -27.0733 -14.9309
235 -29.9169 -20.624
251 -31.8972 -29.3189
267 -30.4276 -41.9522
283 -20.5186 -56.5801
12 0 -80.0264
28 30.0929 -66.3851
44 39.8217 -43.9234
60 38.194 -28.0854
76 33.8416 -18.6637
92 29.5547 -13.0395
108 25.9193 -9.5297
124 22.9414 -7.22982
140 20.5079 -5.65507
156 0 0
172 -20.5079 -5.65507
188 -22.9414 -7.22982
204 -25.9193 -9.5297
220 -29.5547 -13.0395
236 -33.8416 -18.6637
252 -38.194 -28.0854
268 -39.8217 -43.9234
284 -30.0929 -66.3851
13 0 -106.702
29 47.2359 -78.152
45 52.4057 -43.3527
61 45.1222 -24.8849
77 37.6869 -15.5883
93 31.8232 -10.5303
109 27.3439 -7.5401
125 23.8854 -5.64551
141 21.1622 -4.37661
157 0 0
173 -21.1622 -4.37661
189 -23.8854 -5.64551
205 -27.3439 -7.5401
221 -31.8232 -10.5303
237 -37.6869 -15.5883
253 -45.1222 -24.8849
269 -52.4057 -43.3527
285 -47.2359 -78.152
14 0 -160.053
30 79.6434 -87.8468
46 67.6832 -37.3274
62 51.8387 -19.0594
78 41.0159 -11.3101
94 33.6692 -7.42744
110 28.4613 -5.23214
126 24.6088 -3.87765
142 21.6557 -2.98578
158 0 0
174 -21.6557 -2.98578
190 -24.6088 -3.87765
206 -28.4613 -5.23214
222 -33.6692 -7.42744
238 -41.0159 -11.3101
254 -51.8387 -19.0594
270 -67.6832 -37.3274
286 -79.6434 -87.8468
15 0 -320.106
31 135.366 -74.6547
47 82.0318 -22.6203
63 56.9225 -10.4643
79 43.3113 -5.97156
95 34.8833 -3.84764
111 29.1766 -2.68182
127 25.0642 -1.97471
143 21.963 -1.51407
159 0 0
175 -21.963 -1.51407
191 -25.0642 -1.97471
207 -29.1766 -2.68182
223 -34.8833 -3.84764
239 -43.3113 -5.97156
255 -56.9225 -10.4643
271 -82.0318 -22.6203
287 -135.366 -74.6547
