16 176.539 0
32 88.2693 0
48 58.8462 0
64 44.1347 0
80 35.3077 0
96 29.4231 0
112 25.2198 0
128 22.0673 0
144 0 0
160 -22.0673 0
176 -25.2198 0
192 -29.4231 0
208 -35.3077 0
224 -44.1347 0
240 -58.8462 0
256 -88.2693 0
272 -176.539 0
0 0 320.106
16 135.366 74.6547
32 82.0318 22.6203
48 56.9225 10.4643
64 43.3113 5.97156
80 34.8833 3.84764
96 29.1766 2.68182
112 25.0642 1.97471
128 21.963 1.51407
144 0 0
160 -21.963 1.51407
176 -25.0642 1.97471
192 -29.1766 2.68182
208 -34.8833 3.84764
224 -43.3113 5.97156
240 -56.9225 10.4643
256 -82.0318 22.6203
272 -135.366 74.6547
1 0 160.053
17 79.6434 87.8468
33 67.6832 37.3274
49 51.8387 19.0594
65 41.0159 11.3101
81 33.6692 7.42744
97 28.4613 5.23214
113 24.6088 3.87765
129 21.6557 2.98578
145 0 0
161 -21.6557 2.98578
177 -24.6088 3.87765
193 -28.4613 5.23214
209 -33.6692 7.42744
225 -41.0159 11.3101
241 -51.8387 19.0594
257 -67.6832 37.3274
273 -79.6434 87.8468
2 0 106.702
18 47.2359 78.152
34 52.4057 43.3527
50 45.1222 24.8849
66 37.6869 15.5883
82 31.8232 10.5303
98 27.3439 7.5401
114 23.8854 5.64551
130 21.1622 4.37661
146 0 0
162 -21.1622 4.37661
178 -23.8854 5.64551
194 -27.3439 7.5401
210 -31.8232 10.5303
226 -37.6869 15.5883
242 -45.1222 24.8849
258 -52.4057 43.3527
274 -47.2359 78.152
3 0 80.0264
19 30.0929 66.3851
35 39.8217 43.9234
51 38.194 28.0854
67 33.8416 18.6637
83 29.5547 13.0395
99 25.9193 9.5297
115 22.9414 7.22982
131 20.5079 5.65507
147 0 0
163 -20.5079 5.65507
179 -22.9414 7.22982
195 -25.9193 9.5297
211 -29.5547 13.0395
227 -33.8416 18.6637
243 -38.194 28.0854
259 -39.8217 43.9234
275 -30.0929 66.3851
4 0 64.0211
20 20.5186 56.5801
36 30.4276 41.9522
52 31.8972 29.3189
68 29.9169 20.624
84 27.0733 14.9309
100 24.2922 11.1643
116 21.8319 8.60023
132 19.7239 6.7986
148 0 0
164 -19.7239 6.7986
180 -21.8319 8.60023
196 -24.2922 11.1643
212 -27.0733 14.9309
228 -29.9169 20.624
244 -31.8972 29.3189
260 -30.4276 41.9522
276 -20.5186 56.5801
5 0 53.351
21 14.7737 48.8863
37 23.618 39.076
53 26.5478 29.2823
69 26.2029 21.6764
85 24.5537 16.2497
101 22.5611 12.4425
117 20.6135 9.74432
133 18.8435 7.79414
149 0 0
165 -18.8435 7.79414
181 -20.6135 9.74432
197 -22.5611 12.4425
213 -24.5537 16.2497
229 -26.2029 21.6764
245 -26.5478 29.2823
261 -23.618 39.076
277 -14.7737 48.8863
6 0 45.7294
22 11.1006 42.854
38 18.6779 36.053
54 22.1564 28.5116
70 22.8503 22.0534
86 22.1207 17.0794
102 20.8086 13.3886
118 19.3381 10.665
134 17.8992 8.63749
150 0 0
166 -17.8992 8.63749
182 -19.3381 10.665
198 -20.8086 13.3886
214 -22.1207 17.0794
230 -22.8503 22.0534
246 -22.1564 28.5116
262 -18.6779 36.053
278 -11.1006 42.854
7 0 40.0132
23 8.62603 38.0581
39 15.0465 33.1925
55 18.6053 27.3623
71 19.9109 21.9617
87 19.8511 17.5166
103 19.097 14.0427
119 18.0495 11.3763
135 16.9208 9.33184
151 0 0
167 -16.9208 9.33184
183 -18.0495 11.3763
199 -19.097 14.0427
215 -19.8511 17.5166
231 -19.9109 21.9617
247 -18.6053 27.3623
263 -15.0465 33.1925
279 -8.62603 38.0581
8 0 0
24 0 0
40 0 0
56 0 0
72 0 0
88 0 0
104 0 0
120 0 0
136 0 0
152 0 0
168 0 0
184 0 0
200 0 0
216 0 0
232 0 0
248 0 0
264 0 0
280 0 0
8 0 -40.0132
24 8.62603 -38.0581
40 15.0465 -33.1925
56 18.6053 -27.3623
72 19.9109 -21.9617
88 19.8511 -17.5166
104 19.097 -14.0427
120 18.0495 -11.3763
136 16.9208 -9.33184
152 0 0
168 -16.9208 -9.33184
184 -18.0495 -11.3763
200 -19.097 -14.0427
216 -19.8511 -17.5166
232 -19.9109 -21.9617
248 -18.6053 -27.3623
264 -15.0465 -33.1925
280 -8.62603 -38.0581
9 0 -45.7294
25 11.1006 -42.854
41 18.6779 -36.053
57 22.1564 -28.5116
73 22.8503 -22.0534
