0 0 0 0
5.66448 0 0.176539 0
11.329 0 0.0882693 0
16.9934 0 0.0588462 0
22.6579 0 0.0441347 0
28.3224 0 0.0353077 0
33.9869 0 0.0294231 0
39.6514 0 0.0252198 0
45.3159 0 0 0
50.9803 0 -0.0252198 0
56.6448 0 -0.0294231 0
62.3093 0 -0.0353077 0
67.9738 0 -0.0441347 0
73.6383 0 -0.0588462 0
79.3028 0 -0.0882693 0
84.9672 0 -0.176539 0
0 3.12397 0 0.320106
5.66448 3.12397 0.135366 0.0746547
11.329 3.12397 0.0820318 0.0226203
16.9934 3.12397 0.0569225 0.0104643
22.6579 3.12397 0.0433113 0.00597156
28.3224 3.12397 0.0348833 0.00384764
33.9869 3.12397 0.0291766 0.00268182
39.6514 3.12397 0.0250642 0.00197471
45.3159 3.12397 0 0
50.9803 3.12397 -0.0250642 0.00197471
56.6448 3.12397 -0.0291766 0.00268182
62.3093 3.12397 -0.0348833 0.00384764
67.9738 3.12397 -0.0433113 0.00597156
73.6383 3.12397 -0.0569225 0.0104643
79.3028 3.12397 -0.0820318 0.0226203
84.9672 3.12397 -0.135366 0.0746547
0 6.24794 0 0.160053
5.66448 6.24794 0.0796434 0.0878468
11.329 6.24794 0.0676832 0.0373274
16.9934 6.24794 0.0518387 0.0190594
22.6579 6.24794 0.0410159 0.0113101
28.3224 6.24794 0.0336692 0.00742744
33.9869 6.24794 0.0284613 0.00523214
39.6514 6.24794 0.0246088 0.00387765
45.3159 6.24794 0 0
50.9803 6.24794 -0.0246088 0.00387765
56.6448 6.24794 -0.0284613 0.00523214
62.3093 6.24794 -0.0336692 0.00742744
67.9738 6.24794 -0.0410159 0.0113101
73.6383 6.24794 -0.0518387 0.0190594
79.3028 6.24794 -0.0676832 0.0373274
84.9672 6.24794 -0.0796434 0.0878468
0 9.3719 0 0.106702
5.66448 9.3719 0.0472359 0.078152
11.329 9.3719 0.0524057 0.0433527
16.9934 9.3719 0.0451222 0.0248849
22.6579 9.3719 0.0376869 0.0155883
28.3224 9.3719 0.0318232 0.0105303
33.9869 9.3719 0.0273439 0.0075401
39.6514 9.3719 0.0238854 0.00564551
45.3159 9.3719 0 0
50.9803 9.3719 -0.0238854 0.00564551
56.6448 9.3719 -0.0273439 0.0075401
62.3093 9.3719 -0.0318232 0.0105303
67.9738 9.3719 -0.0376869 0.0155883
73.6383 9.3719 -0.0451222 0.0248849
79.3028 9.3719 -0.0524057 0.0433527
84.9672 9.3719 -0.0472359 0.078152
0 12.4959 0 0.0800264
5.66448 12.4959 0.0300929 0.0663851
11.329 12.4959 0.0398217 0.0439234
16.9934 12.4959 0.038194 0.0280854
22.6579 12.4959 0.0338416 0.0186637
28.3224 12.4959 0.0295547 0.0130395
33.9869 12.4959 0.0259193 0.0095297
39.6514 12.4959 0.0229414 0.00722982
45.3159 12.4959 0 0
50.9803 12.4959 -0.0229414 0.00722982
56.6448 12.4959 -0.0259193 0.0095297
62.3093 12.4959 -0.0295547 0.0130395
67.9738 12.4959 -0.0338416 0.0186637
73.6383 12.4959 -0.038194 0.0280854
79.3028 12.4959 -0.0398217 0.0439234
84.9672 12.4959 -0.0300929 0.0663851
0 15.6198 0 0.0640211
5.66448 15.6198 0.0205186 0.0565801
11.329 15.6198 0.0304276 0.0419522
16.9934 15.6198 0.0318972 0.0293189
22.6579 15.6198 0.0299169 0.020624
28.3224 15.6198 0.0270733 0.0149309
33.9869 15.6198 0.0242922 0.0111643
39.6514 15.6198 0.0218319 0.00860023
45.3159 15.6198 0 0
50.9803 15.6198 -0.0218319 0.00860023
56.6448 15.6198 -0.0242922 0.0111643
62.3093 15.6198 -0.0270733 0.0149309
67.9738 15.6198 -0.0299169 0.020624
73.6383 15.6198 -0.0318972 0.0293189
79.3028 15.6198 -0.0304276 0.0419522
84.9672 15.6198 -0.0205186 0.0565801
0 18.7438 0 0.053351
5.66448 18.7438 0.0147737 0.0488863
11.329 18.7438 0.023618 0.039076
16.9934 18.7438 0.0265478 0.0292823
22.6579 18.7438 0.0262029 0.0216764
28.3224 18.7438 0.0245537 0.0162497
33.9869 18.7438 0.0225611 0.0124425
39.6514 18.7438 0.0206135 0.00974432
45.3159 18.7438 0 0
50.9803 18.7438 -0.0206135 0.00974432
56.6448 18.7438 -0.0225611 0.0124425
62.3093 18.7438 -0.0245537 0.0162497
67.9738 18.7438 -0.0262029 0.0216764
73.6383 18.7438 -0.0265478 0.0292823
79.3028 18.7438 -0.023618 0.039076
84.9672 18.7438 -0.0147737 0.0488863
0 21.8678 0 0.0457294
5.66448 21.8678 0.0111006 0.042854
11.329 21.8678 0.0186779 0.036053
16.9934 21.8678 0.0221564 0.0285116
22.6579 21.8678 0.0228503 0.0220534
28.3224 21.8678 0.0221207 0.0170794
33.9869 21.8678 0.0208086 0.0133886
39.6514 21.8678 0.0193381 0.010665
45.3159 21.8678 0 0
50.9803 21.8678 -0.0193381 0.010665
56.6448 21.8678 -0.0208086 0.0133886
62.3093 21.8678 -0.0221207 0.0170794
67.9738 21.8678 -0.0228503 0.0220534
73.6383 21.8678 -0.0221564 0.0285116
79.3028 21.8678 -0.0186779 0.036053
84.9672 21.8678 -0.0111006 0.042854
0 24.9917 0 0
5.66448 24.9917 0 0
11.329 24.9917 0 0
16.9934 24.9917 0 0
22.6579 24.9917 0 0
28.3224 24.9917 0 0
33.9869 24.9917 0 0
39.6514 24.9917 0 0
45.3159 24.9917 0 0
50.9803 24.9917 0 0
56.6448 24.9917 0 0
62.3093 24.9917 0 0
67.9738 24.9917 0 0
73.6383 24.9917 0 0
79.3028 24.9917 0 0
84.9672 24.9917 0 0
0 28.1157 0 -0.0457294
5.66448 28.1157 0.0111006 -0.042854
11.329 28.1157 0.0186779 -0.036053
16.9934 28.1157 0.0221564 -0.0285116
22.6579 28.1157 0.0228503 -0.0220534
28.3224 28.1157 0.0221207 -0.0170794
33.9869 28.1157 0.0208086 -0.0133886
39.6514 28.1157 0.0193381 -0.010665
45.3159 28.1157 0 0
50.9803 28.1157 -0.0193381 -0.010665
56.6448 28.1157 -0.0208086 -0.0133886
62.3093 28.1157 -0.0221207 -0.0170794
67.9738 28.1157 -0.0228503 -0.0220534
73.6383 28.1157 -0.0221564 -0.0285116
79.3028 28.1157 -0.0186779 -0.036053
84.9672 28.1157 -0.0111006 -0.042854
0 31.2397 0 -0.053351
5.66448 31.2397 0.0147737 -0.0488863
11.329 31.2397 0.023618 -0.039076
16.9934 31.2397 0.0265478 -0.0292823
22.6579 31.2397 0.0262029 -0.0216764
28.3224 31.2397 0.0245537 -0.0162497
33.9869 31.2397 0.0225611 -0.0124425
39.6514 31.2397 0.0206135 -0.00974432
45.3159 31.2397 0 0
50.9803 31.2397 -0.0206135 -0.00974432
56.6448 31.2397 -0.0225611 -0.0124425
62.3093 31.2397 -0.0245537 -0.0162497
67.9738 31.2397 -0.0262029 -0.0216764
73.6383 31.2397 -0.0265478 -0.0292823
79.3028 31.2397 -0.023618 -0.039076
84.9672 31.2397 -0.0147737 -0.0488863
0 34.3636 0 -0.0640211
5.66448 34.3636 0.0205186 -0.0565801
11.329 34.3636 0.0304276 -0.0419522
16.9934 34.3636 0.0318972 -0.0293189
22.6579 34.3636 0.0299169 -0.020624
28.3224 34.3636 0.0270733 -0.0149309
33.9869 34.3636 0.0242922 -0.0111643
39.6514 34.3636 0.0218319 -0.00860023
45.3159 34.3636 0 0
50.9803 34.3636 -0.0218319 -0.00860023
56.6448 34.3636 -0.0242922 -0.0111643
62.3093 34.3636 -0.0270733 -0.0149309
67.9738 34.3636 -0.0299169 -0.020624
73.6383 34.3636 -0.0318972 -0.0293189
79.3028 34.3636 -0.0304276 -0.0419522
84.9672 34.3636 -0.0205186 -0.0565801
0 37.4876 0 -0.0800264
5.66448 37.4876 0.0300929 -0.0663851
11.329 37.4876 0.0398217 -0.0439234
16.9934 37.4876 0.038194 -0.0280854
22.6579 37.4876 0.0338416 -0.0186637
28.3224 37.4876 0.0295547 -0.0130395
33.9869 37.4876 0.0259193 -0.0095297
39.6514 37.4876 0.0229414 -0.00722982
45.3159 37.4876 0 0
50.9803 37.4876 -0.0229414 -0.00722982
56.6448 37.4876 -0.0259193 -0.0095297
62.3093 37.4876 -0.0295547 -0.0130395
67.9738 37.4876 -0.0338416 -0.0186637
73.6383 37.4876 -0.038194 -0.0280854
79.3028 37.4876 -0.0398217 -0.0439234
84.9672 37.4876 -0.0300929 -0.0663851
0 40.6116 0 -0.106702
5.66448 40.6116 0.0472359 -0.078152
11.329 40.6116 0.0524057 -0.0433527
16.9934 40.6116 0.0451222 -0.0248849
22.6579 40.6116 0.0376869 -0.0155883
28.3224 40.6116 0.0318232 -0.0105303
33.9869 40.6116 0.0273439 -0.0075401
39.6514 40.6116 0.0238854 -0.00564551
45.3159 40.6116 0 0
50.9803 40.6116 -0.0238854 -0.00564551
56.6448 40.6116 -0.0273439 -0.0075401
62.3093 40.6116 -0.0318232 -0.0105303
67.9738 40.6116 -0.0376869 -0.0155883
73.6383 40.6116 -0.0451222 -0.0248849
79.3028 40.6116 -0.0524057 -0.0433527
84.9672 40.6116 -0.0472359 -0.078152
0 43.7355 0 -0.160053
5.66448 43.7355 0.0796434 -0.0878468
11.329 43.7355 0.0676832 -0.0373274
16.9934 43.7355 0.0518387 -0.0190594
22.6579 43.7355 0.0410159 -0.0113101
28.3224 43.7355 0.0336692 -0.00742744
33.9869 43.7355 0.0284613 -0.00523214
39.6514 43.7355 0.0246088 -0.00387765
45.3159 43.7355 0 0
50.9803 43.7355 -0.0246088 -0.00387765
56.6448 43.7355 -0.0284613 -0.00523214
62.3093 43.7355 -0.0336692 -0.00742744
67.9738 43.7355 -0.0410159 -0.0113101
73.6383 43.7355 -0.0518387 -0.0190594
79.3028 43.7355 -0.0676832 -0.0373274
84.9672 43.7355 -0.0796434 -0.0878468
0 46.8595 0 -0.320106
5.66448 46.8595 0.135366 -0.0746547
11.329 46.8595 0.0820318 -0.0226203
16.9934 46.8595 0.0569225 -0.0104643
22.6579 46.8595 0.0433113 -0.00597156
28.3224 46.8595 0.0348833 -0.00384764
33.9869 46.8595 0.0291766 -0.00268182
39.6514 46.8595 0.0250642 -0.00197471
45.3159 46.8595 0 0
50.9803 46.8595 -0.0250642 -0.00197471
56.6448 46.8595 -0.0291766 -0.00268182
62.3093 46.8595 -0.0348833 -0.00384764
67.9738 46.8595 -0.0433113 -0.00597156
73.6383 46.8595 -0.0569225 -0.0104643
79.3028 46.8595 -0.0820318 -0.0226203
84.9672 46.8595 -0.135366 -0.0746547
