1 1 -2.52043e+15  -3.10785e+15
1 2 -2.84272e+15  -3.01018e+15
1 3 -3.07761e+15  -2.09043e+15
1 4 -3.17275e+15  -2.52363e+14
1 5 -3.44873e+15  1.18079e+15
1 6 -3.8137e+15  1.84047e+15
1 7 -3.8216e+15  2.51426e+15
1 8 -3.07085e+15  2.85605e+15
1 9 -2.65666e+15  2.75941e+15
1 10 -2.19046e+15  2.5707e+15
1 11 -1.75974e+15  1.87061e+15
2 -4 -1.27101e+15  4.72269e+14
2 -3 -1.14778e+15  -1.03637e+15
2 -2 -1.47763e+15  -1.75624e+15
2 -1 -1.64544e+15  -2.43853e+15
2 0 -1.63123e+15  -3.22926e+15
2 1 -2.08466e+15  -3.81894e+15
2 2 -2.39071e+15  -4.58907e+15
2 3 -2.72556e+15  -3.56369e+15
2 4 -2.92556e+15  2.8093e+14
2 5 -2.82061e+15  1.55345e+15
2 6 -2.66491e+15  8.19446e+14
2 7 -2.49757e+15  3.46443e+15
2 8 -2.03991e+15  4.89504e+15
2 9 -1.9852e+15  3.6328e+15
2 10 -1.72846e+15  3.10688e+15
2 11 -1.48317e+15  2.20685e+15
3 -4 -9.99467e+14  5.88564e+14
3 -3 -7.44035e+14  -1.06383e+15
3 -2 -1.07125e+15  -1.92297e+15
3 -1 -1.24388e+15  -2.66326e+15
3 0 -1.14366e+15  -3.54316e+15
3 1 -1.52148e+15  -4.11141e+15
3 2 -1.70442e+15  -4.15558e+15
3 3 -1.72571e+15  -3.39612e+15
3 4 -1.61185e+15  -2.56384e+14
3 5 -1.36888e+15  2.00598e+15
3 6 -9.69551e+14  2.10426e+15
3 7 -7.59813e+14  3.27041e+15
3 8 -7.87415e+14  3.9105e+15
3 9 -1.20921e+15  3.5692e+15
3 10 -1.19285e+15  3.27476e+15
3 11 -1.13737e+15  2.38904e+15
4 -4 -6.52527e+14  7.24815e+14
4 -3 -2.90986e+14  -1.05191e+15
4 -2 -5.70608e+14  -2.03619e+15
4 -1 -7.04137e+14  -2.80421e+15
4 0 -5.21675e+14  -3.81795e+15
4 1 -7.59269e+14  -4.77848e+15
4 2 -9.31002e+14  -5.15109e+15
4 3 -9.84742e+14  -3.35986e+15
4 4 -9.90619e+14  5.90736e+14
4 5 -1.27037e+15  2.62871e+15
4 6 -1.30214e+15  2.69419e+15
4 7 -1.30654e+15  3.11356e+15
4 8 -1.23252e+15  3.49576e+15
4 9 -1.19738e+15  3.67969e+15
4 10 -8.64029e+14  3.49973e+15
4 11 -7.88104e+14  2.5725e+15
5 -4 -1.5107e+14  8.22896e+14
5 -3 1.89599e+14  -1.03452e+15
5 -2 -3.4021e+13  -2.07249e+15
5 -1 -9.6216e+13  -2.75372e+15
5 0 2.20018e+14  -3.69468e+15
5 1 4.64086e+14  -4.62942e+15
5 2 8.38171e+14  -4.82162e+15
5 3 1.00692e+15  -2.66832e+15
5 4 6.2242e+14  -1.14375e+15
5 5 7.95219e+13  8.12262e+14
5 6 -6.53347e+13  3.29617e+15
5 7 -9.01985e+13  2.21166e+15
5 8 4.14387e+13  3.64517e+15
5 9 -5.22173e+13  5.32935e+15
5 10 2.97969e+13  3.9683e+15
5 11 -1.48665e+14  2.73271e+15
6 -4 4.20038e+14  6.67745e+14
6 -3 6.21488e+14  -1.14878e+15
6 -2 3.91286e+14  -2.14753e+15
6 -1 2.57848e+14  -2.61981e+15
6 0 4.83436e+14  -3.16952e+15
6 1 1.00524e+15  -3.50804e+15
6 2 1.59734e+15  -3.44934e+15
6 3 1.93719e+15  -3.48889e+15
6 4 1.96436e+15  -2.10138e+15
6 5 2.15988e+15  1.41525e+15
6 6 2.28848e+15  3.31649e+15
6 7 2.37553e+15  2.58071e+15
6 8 2.54014e+15  3.40758e+15
6 9 1.89544e+15  4.34184e+15
6 10 1.30177e+15  3.47595e+15
6 11 6.81052e+14  2.42773e+15
7 -4 9.11136e+14  2.84141e+14
7 -3 1.03531e+15  -1.45707e+15
7 -2 7.95123e+14  -2.51103e+15
7 -1 3.84333e+14  -3.05031e+15
7 0 2.45759e+14  -2.68178e+15
7 1 1.01563e+15  -2.17831e+15
7 2 1.75375e+15  -2.43935e+15
7 3 2.18904e+15  -2.80224e+15
7 4 2.44268e+15  -1.18796e+15
7 5 2.73924e+15  1.88204e+15
7 6 2.98086e+15  3.12548e+15
7 7 3.09212e+15  3.12632e+15
7 8 3.10003e+15  2.91535e+15
7 9 2.55987e+15  2.68261e+15
7 10 1.97789e+15  2.49515e+15
7 11 1.29255e+15  1.79694e+15
8 -4 1.31024e+15  -2.11496e+12
8 -3 1.46121e+15  -1.55763e+15
8 -2 1.65413e+15  -2.79072e+15
8 -1 1.8268e+15  -4.52144e+15
8 0 2.06353e+15  -2.15198e+15
8 1 2.52877e+15  2.86929e+14
8 2 2.87398e+15  -1.3911e+15
8 3 3.32394e+15  -2.69663e+15
8 4 3.72385e+15  -1.29624e+15
8 5 3.7528e+15  2.53748e+15
8 6 3.46397e+15  3.60577e+15
8 7 3.11334e+15  2.89994e+15
8 8 2.76448e+15  2.32861e+15
8 9 2.43756e+15  1.85625e+15
8 10 2.06166e+15  1.69777e+15
8 11 1.56084e+15  1.19509e+15
9 -4 1.55338e+15  -5.90783e+13
9 -3 1.7127e+15  -1.31471e+15
9 -2 2.25194e+15  -1.96861e+15
9 -1 2.87625e+15  -2.03215e+15
9 0 3.40478e+15  -1.68178e+15
9 1 3.58748e+15  -1.21889e+15
9 2 3.56362e+15  -9.9745e+14
9 3 3.92117e+15  -7.69695e+14
9 4 4.37676e+15  -4.62816e+13
9 5 4.2799e+15  1.00756e+15
9 6 3.6624e+15  1.72143e+15
9 7 3.05363e+15  1.98938e+15
9 8 2.5113e+15  1.71309e+15
9 9 2.30078e+15  1.3758e+15
9 10 2.01236e+15  1.31869e+15
9 11 1.66967e+15  9.62697e+14
10 -4 1.34439e+15  -1.58485e+13
10 -3 1.35613e+15  -9.25368e+14
10 -2 1.8098e+15  -1.28509e+15
10 -1 2.09603e+15  -1.17986e+15
10 0 2.12832e+15  -1.11331e+15
10 1 2.50105e+15  -9.83545e+14
10 2 2.62397e+15  -6.55178e+14
10 3 2.72637e+15  -2.96547e+14
10 4 2.7722e+15  1.23523e+14
10 5 2.70015e+15  5.68943e+14
10 6 2.50736e+15  9.56607e+14
10 7 2.25259e+15  1.23751e+15
10 8 1.83839e+15  1.09417e+15
10 9 1.81837e+15  8.77144e+14
10 10 1.63007e+15  8.95127e+14
10 11 1.45224e+15  7.01724e+14
11 -4 9.56042e+14  3.98321e+13
11 -3 7.43937e+14  -7.08862e+14
11 -2 1.15714e+15  -9.69419e+14
11 -1 1.38573e+15  -9.40667e+14
11 0 1.1648e+15  -9.53266e+14
11 1 1.44863e+15  -8.55906e+14
11 2 1.50954e+15  -5.71591e+14
11 3 1.54034e+15  -2.61278e+14
11 4 1.53574e+15  6.46942e+13
11 5 1.48991e+15  3.87804e+14
11 6 1.40493e+15  6.8454e+14
11 7 1.29263e+15  9.36436e+14
11 8 9.80668e+14  8.69087e+14
11 9 1.10707e+15  7.53585e+14
11 10 1.01159e+15  8.36122e+14
11 11 9.97587e+14  6.88889e+14
