 N           node   position  sizeX  sizeY  sizeZ  sizeZdeg  sizeXP  sizeYP sizedE  eKin Nparts 
    63     MEBT:MEBT_RF:Bnch02:Rg01:3:drift  1.34575    3.361  1.464   4.160    27.611    6.449  4.010  0.00781    2.500000      20000 
    64     MEBT:MEBT_RF:Bnch02:Rg01:4:drift  1.36500    3.484  1.531   4.136    27.454    6.449  4.010  0.00781    2.500000      20000 
    65                        MEBT_Mag:QH05  1.43100    3.340  2.042   4.061    26.956    10.685  12.403  0.00724    2.500000      20000 
    66           MEBT:MEBT_Mag:QH05:1:drift  1.44800    3.159  2.251   4.043    26.836    10.685  12.403  0.00724    2.500000      20000 
    67           MEBT:MEBT_Mag:QH05:2:drift  1.46500    2.979  2.462   4.026    26.722    10.642  12.445  0.00710    2.500000      20000 
    68                        MEBT_Mag:QV06  1.53100    3.001  2.629   3.963    26.308    11.326  7.610  0.00666    2.500000      20000 
    69           MEBT:MEBT_Mag:QV06:1:drift  1.54800    3.193  2.501   3.949    26.210    11.326  7.610  0.00666    2.500000      20000 
    70           MEBT:MEBT_Mag:QV06:2:drift  1.56500    3.386  2.374   3.935    26.117    11.367  7.571  0.00653    2.500000      20000 
    71                        MEBT_Mag:QH07  1.63100    3.740  2.138   3.885    25.788    1.142  1.383  0.00615    2.500000      20000 
    72           MEBT:MEBT_Mag:QH07:1:drift  1.65057    3.725  2.142   3.872    25.700    1.142  1.383  0.00615    2.500000      20000 
    73           MEBT:MEBT_Mag:QH07:2:drift  1.67014    3.711  2.148   3.860    25.621    1.100  1.395  0.00598    2.500000      20000 
    74           MEBT:MEBT_Mag:QH07:3:drift  1.68971    3.698  2.154   3.848    25.543    1.100  1.395  0.00598    2.500000      20000 
    75           MEBT:MEBT_Mag:QH07:4:drift  1.70929    3.685  2.161   3.838    25.475    1.059  1.412  0.00583    2.500000      20000 
    76           MEBT:MEBT_Mag:QH07:5:drift  1.72886    3.673  2.169   3.828    25.407    1.059  1.412  0.00583    2.500000      20000 
    77           MEBT:MEBT_Mag:QH07:6:drift  1.74843    3.662  2.178   3.819    25.348    1.022  1.433  0.00569    2.500000      20000 
    78           MEBT:MEBT_Mag:QH07:7:drift  1.76800    3.651  2.188   3.810    25.290    1.022  1.433  0.00569    2.500000      20000 
    79           MEBT:MEBT_Mag:QH07:8:drift  1.78757    3.641  2.200   3.803    25.241    0.988  1.460  0.00557    2.500000      20000 
    80           MEBT:MEBT_Mag:QH07:9:drift  1.80714    3.632  2.211   3.795    25.193    0.988  1.460  0.00557    2.500000      20000 
    81          MEBT:MEBT_Mag:QH07:10:drift  1.82671    3.624  2.225   3.790    25.155    0.958  1.490  0.00547    2.500000      20000 
    82          MEBT:MEBT_Mag:QH07:11:drift  1.84629    3.616  2.239   3.784    25.117    0.958  1.490  0.00547    2.500000      20000 
    83          MEBT:MEBT_Mag:QH07:12:drift  1.86586    3.609  2.254   3.780    25.088    0.932  1.524  0.00540    2.500000      20000 
    84          MEBT:MEBT_Mag:QH07:13:drift  1.88543    3.602  2.269   3.775    25.060    0.932  1.524  0.00540    2.500000      20000 
    85          MEBT:MEBT_Mag:QH07:14:drift  1.90500    3.597  2.286   3.772    25.039    0.918  1.549  0.00536    2.500000      20000 
    86                        MEBT_Mag:QH08  1.97100    3.190  2.611   3.767    25.002    11.848  9.217  0.00531    2.500000      20000 
    87           MEBT:MEBT_Mag:QH08:1:drift  1.98800    2.990  2.766   3.766    25.001    11.848  9.217  0.00531    2.500000      20000 
    88           MEBT:MEBT_Mag:QH08:2:drift  2.00500    2.790  2.923   3.767    25.005    11.806  9.257  0.00531    2.500000      20000 
    89                        MEBT_Mag:QV09  2.07100    2.680  2.786   3.775    25.056    8.361  13.203  0.00539    2.500000      20000 
    90           MEBT:MEBT_Mag:QV09:1:drift  2.08800    2.821  2.563   3.778    25.078    8.361  13.203  0.00539    2.500000      20000 
    91           MEBT:MEBT_Mag:QV09:2:drift  2.10500    2.962  2.340   3.782    25.106    8.407  13.159  0.00543    2.500000      20000 
    92                        MEBT_Mag:QH10  2.17100    3.023  1.825   3.804    25.250    6.640  3.348  0.00566    2.500000      20000 
    93           MEBT:MEBT_Mag:QH10:1:drift  2.19025    2.896  1.769   3.812    25.304    6.640  3.348  0.00566    2.500000      20000 
    94           MEBT:MEBT_Mag:QH10:2:drift  2.20950    2.772  1.715   3.822    25.368    6.553  3.272  0.00582    2.500000      20000 
    95           MEBT:MEBT_Mag:QH10:3:drift  2.22875    2.648  1.662   3.832    25.434    6.553  3.272  0.00582    2.500000      20000 
