 N           node   position  sizeX  sizeY  sizeZ  sizeZdeg  sizeXP  sizeYP sizedE  eKin Nparts  xMax yMax zMax
    73          MEBT:MEBT_Mag:QV04:24:drift  0.90540    1.385  1.555   3.771    25.033    3.242  3.082  0.00869    2.500000       2000      4.163451   3.931302    9.292593 
    74          MEBT:MEBT_Mag:QV04:25:drift  0.91527    1.408  1.533   3.786    25.132    3.334  2.976  0.00913    2.500000       2000      4.311199   3.905453    9.344907 
    75          MEBT:MEBT_Mag:QV04:26:drift  0.92515    1.431  1.511   3.801    25.231    3.334  2.976  0.00913    2.500000       2000      4.458948   3.879603    9.397220 
    76          MEBT:MEBT_Mag:QV04:27:drift  0.93502    1.455  1.490   3.816    25.330    3.334  2.976  0.00913    2.500000       2000      4.606696   3.853754    9.449533 
    77          MEBT:MEBT_Mag:QV04:28:drift  0.94489    1.481  1.470   3.832    25.436    3.432  2.878  0.00958    2.500000       2000      4.755576   3.829971    9.503491 
    78          MEBT:MEBT_Mag:QV04:29:drift  0.95476    1.507  1.451   3.848    25.542    3.432  2.878  0.00958    2.500000       2000      4.904456   3.806189    9.557450 
    79          MEBT:MEBT_Mag:QV04:30:drift  0.96463    1.533  1.432   3.864    25.648    3.432  2.878  0.00958    2.500000       2000      5.053336   3.782406    9.611408 
    80          MEBT:MEBT_Mag:QV04:31:drift  0.97450    1.561  1.414   3.881    25.762    3.535  2.788  0.01004    2.500000       2000      5.204265   3.762395    9.666757 
    81          MEBT:MEBT_Mag:QV04:32:drift  0.98437    1.589  1.397   3.898    25.875    3.535  2.788  0.01004    2.500000       2000      5.355193   3.742383    9.722106 
    82          MEBT:MEBT_Mag:QV04:33:drift  0.99424    1.617  1.380   3.915    25.989    3.535  2.788  0.01004    2.500000       2000      5.506122   3.722372    9.777455 
    83          MEBT:MEBT_Mag:QV04:34:drift  1.00411    1.647  1.365   3.933    26.110    3.640  2.708  0.01049    2.500000       2000      5.658718   3.704317    9.834336 
    84          MEBT:MEBT_Mag:QV04:35:drift  1.01398    1.677  1.350   3.952    26.231    3.640  2.708  0.01049    2.500000       2000      5.811313   3.686262    9.891216 
    85          MEBT:MEBT_Mag:QV04:36:drift  1.02385    1.708  1.336   3.970    26.351    3.640  2.708  0.01049    2.500000       2000      5.963909   3.668206    9.948096 
    86          MEBT:MEBT_Mag:QV04:37:drift  1.03373    1.739  1.323   3.989    26.479    3.745  2.639  0.01093    2.500000       2000      6.117988   3.651992   10.006439 
    87          MEBT:MEBT_Mag:QV04:38:drift  1.04360    1.771  1.311   4.008    26.607    3.745  2.639  0.01093    2.500000       2000      6.272066   3.635778   10.064781 
    88          MEBT:MEBT_Mag:QV04:39:drift  1.05347    1.803  1.299   4.028    26.735    3.745  2.639  0.01093    2.500000       2000      6.426144   3.619564   10.123123 
    89          MEBT:MEBT_Mag:QV04:40:drift  1.06334    1.837  1.289   4.048    26.869    3.850  2.581  0.01137    2.500000       2000      6.581515   3.606803   10.182633 
    90          MEBT:MEBT_Mag:QV04:41:drift  1.07321    1.871  1.279   4.068    27.003    3.850  2.581  0.01137    2.500000       2000      6.736885   3.594042   10.242143 
    91          MEBT:MEBT_Mag:QV04:42:drift  1.08308    1.905  1.269   4.088    27.138    3.850  2.581  0.01137    2.500000       2000      6.892255   3.581282   10.301652 
    92          MEBT:MEBT_Mag:QV04:43:drift  1.09295    1.940  1.261   4.110    27.279    3.953  2.537  0.01179    2.500000       2000      7.048782   3.570399   10.362452 
    93          MEBT:MEBT_Mag:QV04:44:drift  1.10282    1.975  1.254   4.131    27.420    3.953  2.537  0.01179    2.500000       2000      7.205309   3.566579   10.423252 
    94          MEBT:MEBT_Mag:QV04:45:drift  1.11269    2.011  1.247   4.152    27.561    3.953  2.537  0.01179    2.500000       2000      7.361836   3.563323   10.484052 
    95          MEBT:MEBT_Mag:QV04:46:drift  1.12256    2.047  1.242   4.174    27.708    4.054  2.506  0.01221    2.500000       2000      7.519475   3.562170   10.546043 
    96          MEBT:MEBT_Mag:QV04:47:drift  1.13244    2.084  1.237   4.196    27.855    4.054  2.506  0.01221    2.500000       2000      7.677114   3.561018   10.608035 
    97          MEBT:MEBT_Mag:QV04:48:drift  1.14231    2.121  1.233   4.219    28.003    4.054  2.506  0.01221    2.500000       2000      7.834753   3.559866   10.670026 
    98          MEBT:MEBT_Mag:QV04:49:drift  1.15218    2.159  1.230   4.242    28.156    4.151  2.488  0.01261    2.500000       2000      7.993217   3.562652   10.732869 
    99          MEBT:MEBT_Mag:QV04:50:drift  1.16205    2.197  1.228   4.265    28.309    4.151  2.488  0.01261    2.500000       2000      8.151680   3.565439   10.795713 
   100          MEBT:MEBT_Mag:QV04:51:drift  1.17192    2.235  1.226   4.288    28.462    4.151  2.488  0.01261    2.500000       2000      8.310144   3.568225   10.858556 
   101          MEBT:MEBT_Mag:QV04:52:drift  1.18179    2.275  1.226   4.312    28.621    4.245  2.481  0.01299    2.500000       2000      8.469293   3.572868   10.922422 
   102          MEBT:MEBT_Mag:QV04:53:drift  1.19166    2.314  1.226   4.336    28.780    4.245  2.481  0.01299    2.500000       2000      8.628442   3.577510   10.986289 
   103          MEBT:MEBT_Mag:QV04:54:drift  1.20153    2.354  1.227   4.360    28.939    4.245  2.481  0.01299    2.500000       2000      8.787590   3.582152   11.050155 
   104          MEBT:MEBT_Mag:QV04:55:drift  1.21140    2.394  1.229   4.384    29.104    4.335  2.486  0.01336    2.500000       2000      8.947489   3.588592   11.114986 
   105          MEBT:MEBT_Mag:QV04:56:drift  1.22127    2.435  1.232   4.409    29.268    4.335  2.486  0.01336    2.500000       2000      9.107388   3.595032   11.179818 
   106          MEBT:MEBT_Mag:QV04:57:drift  1.23115    2.476  1.235   4.434    29.433    4.335  2.486  0.01336    2.500000       2000      9.267287   3.601472   11.244650 
   107          MEBT:MEBT_Mag:QV04:58:drift  1.24102    2.517  1.240   4.460    29.602    4.421  2.500  0.01372    2.500000       2000      9.427782   3.609681   11.310391 
   108          MEBT:MEBT_Mag:QV04:59:drift  1.25089    2.559  1.245   4.485    29.772    4.421  2.500  0.01372    2.500000       2000      9.588277   3.617891   11.376133 
   109          MEBT:MEBT_Mag:QV04:60:drift  1.26076    2.601  1.251   4.511    29.942    4.421  2.500  0.01372    2.500000       2000      9.748772   3.626100   11.441874 
   110          MEBT:MEBT_Mag:QV04:61:drift  1.27063    2.643  1.257   4.537    30.116    4.496  2.520  0.01403    2.500000       2000      9.909775   3.637810   11.508238 
   111          MEBT:MEBT_Mag:QV04:62:drift  1.28050    2.686  1.265   4.563    30.291    4.496  2.520  0.01403    2.500000       2000     10.070778   3.649520   11.574602 
   112                  MEBT_RF:Bnch02:Rg01  1.29550    2.761  1.282   4.571    30.341    5.839  2.805  0.00958    2.500000       2000     10.356169   3.683071   11.609686 
   113     MEBT:MEBT_RF:Bnch02:Rg01:1:drift  1.30543    2.818  1.297   4.555    30.233    5.839  2.805  0.00958    2.500000       2000     10.572029   3.715708   11.589379 
   114     MEBT:MEBT_RF:Bnch02:Rg01:2:drift  1.31536    2.875  1.313   4.538    30.125    5.839  2.805  0.00958    2.500000       2000     10.787889   3.748346   11.569073 
   115     MEBT:MEBT_RF:Bnch02:Rg01:3:drift  1.32529    2.932  1.330   4.523    30.021    5.914  2.853  0.00930    2.500000       2000     11.004157   3.782587   11.549547 
   116     MEBT:MEBT_RF:Bnch02:Rg01:4:drift  1.33521    2.990  1.347   4.507    29.918    5.914  2.853  0.00930    2.500000       2000     11.220426   3.816829   11.530020 
   117     MEBT:MEBT_RF:Bnch02:Rg01:5:drift  1.34514    3.048  1.365   4.492    29.814    5.914  2.853  0.00930    2.500000       2000     11.436694   3.851071   11.510494 
   118     MEBT:MEBT_RF:Bnch02:Rg01:6:drift  1.35507    3.106  1.383   4.476    29.714    5.973  2.894  0.00907    2.500000       2000     11.653325   3.900657   11.491586 
   119     MEBT:MEBT_RF:Bnch02:Rg01:7:drift  1.36500    3.164  1.402   4.461    29.615    5.973  2.894  0.00907    2.500000       2000     11.869955   3.961727   11.472679 
   120                        MEBT_Mag:QH05  1.43100    3.040  1.783   4.368    28.995    9.621  10.033  0.00840    2.500000       2000     11.381771   5.072282   11.354695 
   121           MEBT:MEBT_Mag:QH05:1:drift  1.43950    2.959  1.867   4.357    28.919    9.621  10.033  0.00840    2.500000       2000     11.073898   5.312988   11.340517 
   122           MEBT:MEBT_Mag:QH05:2:drift  1.44800    2.878  1.951   4.345    28.844    9.621  10.033  0.00840    2.500000       2000     10.766026   5.553695   11.326339 
   123           MEBT:MEBT_Mag:QH05:3:drift  1.45650    2.797  2.036   4.334    28.772    9.573  10.084  0.00822    2.500000       2000     10.458473   5.795493   11.312575 
   124           MEBT:MEBT_Mag:QH05:4:drift  1.46500    2.716  2.121   4.324    28.699    9.573  10.084  0.00822    2.500000       2000     10.150921   6.037290   11.298811 
   125                        MEBT_Mag:QV06  1.53100    2.751  2.227   4.245    28.178    10.636  7.059  0.00761    2.500000       2000     10.184866   6.332849   11.195095 
   126           MEBT:MEBT_Mag:QV06:1:drift  1.53950    2.840  2.168   4.236    28.115    10.636  7.059  0.00761    2.500000       2000     10.501539   6.163295   11.182524 
   127           MEBT:MEBT_Mag:QV06:2:drift  1.54800    2.930  2.109   4.226    28.053    10.636  7.059  0.00761    2.500000       2000     10.818212   5.993741   11.169952 
   128           MEBT:MEBT_Mag:QV06:3:drift  1.55650    3.021  2.051   4.217    27.993    10.683  7.011  0.00745    2.500000       2000     11.135248   5.825164   11.157818 
   129           MEBT:MEBT_Mag:QV06:4:drift  1.56500    3.111  1.993   4.208    27.934    10.683  7.011  0.00745    2.500000       2000     11.452285   5.656586   11.145684 
   130                        MEBT_Mag:QH07  1.63100    3.453  1.760   4.145    27.511    1.093  1.756  0.00689    2.500000       2000     12.585111   4.950416   11.056354 
   131           MEBT:MEBT_Mag:QH07:1:drift  1.64079    3.448  1.756   4.136    27.454    1.093  1.756  0.00689    2.500000       2000     12.549749   4.931074   11.043850 
   132           MEBT:MEBT_Mag:QH07:2:drift  1.65057    3.444  1.753   4.127    27.397    1.093  1.756  0.00689    2.500000       2000     12.514387   4.911733   11.031347 
   133           MEBT:MEBT_Mag:QH07:3:drift  1.66036    3.440  1.751   4.119    27.344    1.070  1.745  0.00671    2.500000       2000     12.479360   4.893053   11.019487 
   134           MEBT:MEBT_Mag:QH07:4:drift  1.67014    3.436  1.749   4.111    27.291    1.070  1.745  0.00671    2.500000       2000     12.444333   4.874373   11.007627 
   135           MEBT:MEBT_Mag:QH07:5:drift  1.67993    3.432  1.747   4.103    27.238    1.070  1.745  0.00671    2.500000       2000     12.409306   4.879728   10.995767 
   136           MEBT:MEBT_Mag:QH07:6:drift  1.68971    3.429  1.745   4.096    27.190    1.051  1.739  0.00653    2.500000       2000     12.374686   4.886598   10.984555 
   137           MEBT:MEBT_Mag:QH07:7:drift  1.69950    3.426  1.744   4.089    27.142    1.051  1.739  0.00653    2.500000       2000     12.340067   4.893469   10.973342 
   138           MEBT:MEBT_Mag:QH07:8:drift  1.70929    3.422  1.743   4.082    27.093    1.051  1.739  0.00653    2.500000       2000     12.305447   4.900340   10.962129 
   139           MEBT:MEBT_Mag:QH07:9:drift  1.71907    3.420  1.743   4.075    27.049    1.036  1.737  0.00636    2.500000       2000     12.271246   4.907841   10.951572 
   140          MEBT:MEBT_Mag:QH07:10:drift  1.72886    3.417  1.744   4.068    27.005    1.036  1.737  0.00636    2.500000       2000     12.237044   4.915343   10.941014 
   141          MEBT:MEBT_Mag:QH07:11:drift  1.73864    3.415  1.744   4.062    26.961    1.036  1.737  0.00636    2.500000       2000     12.202843   4.922844   10.930457 
   142          MEBT:MEBT_Mag:QH07:12:drift  1.74843    3.413  1.745   4.056    26.922    1.024  1.739  0.00620    2.500000       2000     12.169022   4.930969   10.920576 
   143          MEBT:MEBT_Mag:QH07:13:drift  1.75821    3.411  1.746   4.050    26.882    1.024  1.739  0.00620    2.500000       2000     12.135201   4.939093   10.910696 
   144          MEBT:MEBT_Mag:QH07:14:drift  1.76800    3.410  1.748   4.044    26.843    1.024  1.739  0.00620    2.500000       2000     12.101381   4.947218   10.900815 
   145          MEBT:MEBT_Mag:QH07:15:drift  1.77779    3.409  1.750   4.039    26.807    1.017  1.747  0.00605    2.500000       2000     12.067930   4.955927   10.891594 
   146          MEBT:MEBT_Mag:QH07:16:drift  1.78757    3.407  1.753   4.033    26.772    1.017  1.747  0.00605    2.500000       2000     12.034480   4.994191   10.882373 
   147          MEBT:MEBT_Mag:QH07:17:drift  1.79736    3.406  1.755   4.028    26.737    1.017  1.747  0.00605    2.500000       2000     12.001029   5.036095   10.873152 
   148          MEBT:MEBT_Mag:QH07:18:drift  1.80714    3.406  1.759   4.023    26.707    1.015  1.758  0.00592    2.500000       2000     11.967995   5.079154   10.864574 
   149          MEBT:MEBT_Mag:QH07:19:drift  1.81693    3.406  1.762   4.019    26.676    1.015  1.758  0.00592    2.500000       2000     11.934961   5.122212   10.855996 
   150          MEBT:MEBT_Mag:QH07:20:drift  1.82671    3.405  1.766   4.014    26.646    1.015  1.758  0.00592    2.500000       2000     11.901927   5.165270   10.847418 
   151          MEBT:MEBT_Mag:QH07:21:drift  1.83650    3.406  1.771   4.010    26.619    1.016  1.775  0.00580    2.500000       2000     11.869343   5.210394   10.839500 
   152          MEBT:MEBT_Mag:QH07:22:drift  1.84629    3.406  1.776   4.006    26.593    1.016  1.775  0.00580    2.500000       2000     11.836759   5.255518   10.831581 
